ISRICSOILGRIDS_new_average_sandpercent_reduced,x,y
20.0,-100.60116413505,44.2263847504107
14.0,-100.386862360887,44.2263847504107
22.0,-100.172560586723,44.2263847504107
16.0,-100.60116413505,44.0119552636289
20.0,-100.386862360887,44.0119552636289
20.0,-100.172560586723,44.0119552636289
21.0,-99.9582588125603,44.0119552636289
30.0,-100.815465909213,43.7975257768471
23.0,-100.60116413505,43.7975257768471
23.0,-100.386862360887,43.7975257768471
22.0,-100.172560586723,43.7975257768471
20.0,-99.9582588125603,43.7975257768471
17.0,-99.7439570383972,43.7975257768471
20.0,-99.5296552642341,43.7975257768471
28.0,-99.3153534900709,43.7975257768471
23.0,-99.1010517159078,43.7975257768471
30.0,-100.386862360887,43.5830962900652
24.0,-100.172560586723,43.5830962900652
21.0,-99.9582588125603,43.5830962900652
18.0,-99.7439570383972,43.5830962900652
20.0,-99.5296552642341,43.5830962900652
32.0,-99.3153534900709,43.5830962900652
25.0,-99.1010517159078,43.5830962900652
28.0,-98.8867499417446,43.5830962900652
23.0,-99.9582588125603,43.3686668032834
21.0,-99.7439570383972,43.3686668032834
32.0,-99.5296552642341,43.3686668032834
27.0,-99.3153534900709,43.3686668032834
38.0,-99.1010517159078,43.3686668032834
33.0,-98.8867499417446,43.3686668032834
30.0,-98.6724481675815,43.3686668032834
27.0,-98.4581463934183,43.3686668032834
47.0,-99.5296552642341,43.1542373165016
39.0,-99.3153534900709,43.1542373165016
39.0,-99.1010517159078,43.1542373165016
38.0,-98.8867499417446,43.1542373165016
32.0,-98.6724481675815,43.1542373165016
39.0,-98.4581463934183,43.1542373165016
30.0,-98.2438446192552,43.1542373165016
32.0,-98.0295428450921,43.1542373165016
36.0,-99.3153534900709,42.9398078297198
33.0,-99.1010517159078,42.9398078297198
26.0,-98.8867499417446,42.9398078297198
38.0,-98.6724481675815,42.9398078297198
39.0,-98.4581463934183,42.9398078297198
33.0,-98.2438446192552,42.9398078297198
28.0,-98.0295428450921,42.9398078297198
30.0,-97.3866375226026,42.9398078297198
28.0,-97.1723357484395,42.9398078297198
33.0,-98.2438446192552,42.7253783429379
32.0,-97.3866375226026,42.7253783429379
32.0,-97.1723357484395,42.7253783429379
41.0,-96.9580339742764,42.7253783429379
21.0,-96.7437322001132,42.7253783429379
26.0,-96.5294304259501,42.7253783429379
20.0,-96.3151286517869,42.7253783429379
19.0,-96.1008268776238,42.7253783429379
26.0,-96.9580339742764,42.5109488561561
25.0,-96.7437322001132,42.5109488561561
35.0,-96.5294304259501,42.5109488561561
36.0,-96.3151286517869,42.5109488561561
24.0,-96.1008268776238,42.5109488561561
8.0,-95.8865251034606,42.5109488561561
33.0,-97.3866375226026,42.2965193693743
26.0,-97.1723357484395,42.2965193693743
18.0,-96.9580339742764,42.2965193693743
18.0,-96.7437322001132,42.2965193693743
18.0,-96.5294304259501,42.2965193693743
26.0,-96.3151286517869,42.2965193693743
29.0,-96.1008268776238,42.2965193693743
15.0,-95.8865251034606,42.2965193693743
35.0,-97.3866375226026,42.0820898825924
23.0,-97.1723357484395,42.0820898825924
17.0,-96.9580339742764,42.0820898825924
22.0,-96.7437322001132,42.0820898825924
12.0,-96.5294304259501,42.0820898825924
17.0,-96.3151286517869,42.0820898825924
14.0,-96.1008268776238,42.0820898825924
14.0,-95.8865251034606,42.0820898825924
37.0,-97.8152410709289,41.8676603958106
23.0,-97.6009392967658,41.8676603958106
25.0,-97.3866375226026,41.8676603958106
28.0,-97.1723357484395,41.8676603958106
17.0,-96.9580339742764,41.8676603958106
32.0,-96.7437322001132,41.8676603958106
12.0,-96.5294304259501,41.8676603958106
15.0,-96.3151286517869,41.8676603958106
17.0,-96.1008268776238,41.8676603958106
12.0,-95.8865251034606,41.8676603958106
27.0,-97.8152410709289,41.6532309090288
17.0,-97.6009392967658,41.6532309090288
17.0,-97.3866375226026,41.6532309090288
22.0,-97.1723357484395,41.6532309090288
14.0,-96.9580339742764,41.6532309090288
17.0,-96.7437322001132,41.6532309090288
14.0,-96.5294304259501,41.6532309090288
9.0,-96.3151286517869,41.6532309090288
25.0,-96.1008268776238,41.6532309090288
14.0,-95.8865251034606,41.6532309090288
14.0,-95.6722233292975,41.6532309090288
10.0,-95.2436197809712,41.6532309090288
32.0,-98.2438446192552,41.4388014222469
31.0,-98.0295428450921,41.4388014222469
33.0,-97.8152410709289,41.4388014222469
39.0,-97.6009392967658,41.4388014222469
35.0,-97.3866375226026,41.4388014222469
24.0,-97.1723357484395,41.4388014222469
34.0,-96.9580339742764,41.4388014222469
33.0,-96.7437322001132,41.4388014222469
32.0,-96.5294304259501,41.4388014222469
9.0,-96.3151286517869,41.4388014222469
15.0,-96.1008268776238,41.4388014222469
13.0,-95.8865251034606,41.4388014222469
6.0,-95.0293180068081,41.4388014222469
13.0,-94.8150162326449,41.4388014222469
40.0,-99.5296552642341,41.2243719354651
40.0,-99.3153534900709,41.2243719354651
33.0,-99.1010517159078,41.2243719354651
35.0,-98.8867499417446,41.2243719354651
33.0,-98.6724481675815,41.2243719354651
11.0,-97.3866375226026,41.2243719354651
18.0,-97.1723357484395,41.2243719354651
18.0,-96.9580339742764,41.2243719354651
14.0,-96.7437322001132,41.2243719354651
12.0,-96.5294304259501,41.2243719354651
22.0,-96.3151286517869,41.2243719354651
20.0,-96.1008268776238,41.2243719354651
26.0,-95.8865251034606,41.2243719354651
11.0,-95.6722233292975,41.2243719354651
