ISRICSOILGRIDS_new_average_phx10percent_reduced,x,y
54.0,-80.0281938153882,39.2945065544286
48.0,-81.314004460367,38.0079296337376
82.0,-117.959607842264,37.7935001469558
76.0,-117.745306068101,37.7935001469558
85.0,-117.316702519775,37.7935001469558
72.0,-118.602513164754,37.5790706601739
81.0,-118.38821139059,37.5790706601739
83.0,-117.316702519775,37.5790706601739
83.0,-117.102400745612,37.5790706601739
82.0,-116.888098971449,37.5790706601739
76.0,-118.602513164754,37.3646411733921
80.0,-117.531004293938,37.3646411733921
80.0,-116.888098971449,37.3646411733921
79.0,-115.816590100633,37.3646411733921
80.0,-115.387986552307,37.3646411733921
84.0,-117.531004293938,37.1502116866103
82.0,-116.888098971449,37.1502116866103
80.0,-116.673797197285,37.1502116866103
83.0,-116.030891874796,37.1502116866103
78.0,-115.816590100633,37.1502116866103
82.0,-115.60228832647,37.1502116866103
78.0,-120.745530906385,36.9357821998284
64.0,-119.245418487243,36.9357821998284
58.0,-118.38821139059,36.9357821998284
76.0,-117.959607842264,36.9357821998284
75.0,-117.102400745612,36.9357821998284
78.0,-116.459495423122,36.9357821998284
82.0,-115.816590100633,36.9357821998284
83.0,-115.60228832647,36.9357821998284
84.0,-114.95938300398,36.9357821998284
80.0,-114.530779455654,36.9357821998284
82.0,-114.102175907328,36.9357821998284
80.0,-111.744856391533,36.9357821998284
81.0,-111.53055461737,36.9357821998284
81.0,-111.101951069044,36.9357821998284
79.0,-110.673347520717,36.9357821998284
81.0,-110.244743972391,36.9357821998284
70.0,-120.959832680548,36.7213527130466
79.0,-120.531229132222,36.7213527130466
77.0,-120.316927358059,36.7213527130466
78.0,-120.102625583896,36.7213527130466
55.0,-118.816814938917,36.7213527130466
81.0,-117.531004293938,36.7213527130466
79.0,-117.316702519775,36.7213527130466
81.0,-117.102400745612,36.7213527130466
82.0,-116.673797197285,36.7213527130466
80.0,-116.459495423122,36.7213527130466
81.0,-116.030891874796,36.7213527130466
86.0,-115.60228832647,36.7213527130466
83.0,-115.387986552307,36.7213527130466
82.0,-114.745081229817,36.7213527130466
83.0,-114.530779455654,36.7213527130466
82.0,-114.102175907328,36.7213527130466
83.0,-111.744856391533,36.7213527130466
78.0,-110.673347520717,36.7213527130466
64.0,-119.03111671308,36.5069232262648
62.0,-118.816814938917,36.5069232262648
79.0,-117.959607842264,36.5069232262648
81.0,-116.673797197285,36.5069232262648
83.0,-116.459495423122,36.5069232262648
81.0,-114.102175907328,36.5069232262648
81.0,-113.887874133165,36.5069232262648
72.0,-108.958933327412,36.5069232262648
82.0,-108.744631553249,36.5069232262648
64.0,-97.1723357484395,36.5069232262648
61.0,-96.5294304259501,36.5069232262648
60.0,-96.3151286517869,36.5069232262648
57.0,-96.1008268776238,36.5069232262648
61.0,-95.8865251034606,36.5069232262648
73.0,-120.316927358059,36.2924937394829
77.0,-119.888323809732,36.2924937394829
77.0,-119.674022035569,36.2924937394829
53.0,-118.602513164754,36.2924937394829
82.0,-117.745306068101,36.2924937394829
82.0,-117.531004293938,36.2924937394829
76.0,-117.102400745612,36.2924937394829
81.0,-116.888098971449,36.2924937394829
78.0,-116.673797197285,36.2924937394829
82.0,-116.245193648959,36.2924937394829
71.0,-115.60228832647,36.2924937394829
81.0,-115.387986552307,36.2924937394829
81.0,-111.316252843207,36.2924937394829
81.0,-110.887649294881,36.2924937394829
81.0,-110.673347520717,36.2924937394829
82.0,-108.744631553249,36.2924937394829
63.0,-97.1723357484395,36.2924937394829
64.0,-96.5294304259501,36.2924937394829
59.0,-95.6722233292975,36.2924937394829
58.0,-95.4579215551344,36.2924937394829
72.0,-120.531229132222,36.0780642527011
77.0,-119.459720261406,36.0780642527011
76.0,-119.245418487243,36.0780642527011
60.0,-118.38821139059,36.0780642527011
79.0,-117.959607842264,36.0780642527011
82.0,-117.316702519775,36.0780642527011
79.0,-115.60228832647,36.0780642527011
80.0,-113.887874133165,36.0780642527011
79.0,-113.244968810675,36.0780642527011
74.0,-112.387761714023,36.0780642527011
76.0,-112.173459939859,36.0780642527011
77.0,-111.959158165696,36.0780642527011
82.0,-111.53055461737,36.0780642527011
81.0,-111.316252843207,36.0780642527011
81.0,-111.101951069044,36.0780642527011
80.0,-110.673347520717,36.0780642527011
76.0,-109.173235101575,36.0780642527011
66.0,-97.6009392967658,36.0780642527011
57.0,-95.6722233292975,36.0780642527011
58.0,-95.4579215551344,36.0780642527011
78.0,-119.674022035569,35.8636347659193
60.0,-118.602513164754,35.8636347659193
79.0,-117.531004293938,35.8636347659193
84.0,-117.316702519775,35.8636347659193
85.0,-116.245193648959,35.8636347659193
83.0,-116.030891874796,35.8636347659193
82.0,-115.816590100633,35.8636347659193
84.0,-115.60228832647,35.8636347659193
83.0,-114.95938300398,35.8636347659193
80.0,-114.316477681491,35.8636347659193
81.0,-111.53055461737,35.8636347659193
82.0,-110.673347520717,35.8636347659193
80.0,-110.459045746554,35.8636347659193
68.0,-98.6724481675815,35.8636347659193
65.0,-98.4581463934183,35.8636347659193
66.0,-98.2438446192552,35.8636347659193
66.0,-97.8152410709289,35.8636347659193
62.0,-97.3866375226026,35.8636347659193
60.0,-96.9580339742764,35.8636347659193
58.0,-96.5294304259501,35.8636347659193
56.0,-96.3151286517869,35.8636347659193
57.0,-96.1008268776238,35.8636347659193
60.0,-95.8865251034606,35.8636347659193
73.0,-120.316927358059,35.6492052791374
75.0,-120.102625583896,35.6492052791374
80.0,-119.674022035569,35.6492052791374
74.0,-118.38821139059,35.6492052791374
83.0,-117.745306068101,35.6492052791374
87.0,-117.316702519775,35.6492052791374
81.0,-116.459495423122,35.6492052791374
83.0,-116.030891874796,35.6492052791374
83.0,-115.387986552307,35.6492052791374
76.0,-115.173684778143,35.6492052791374
82.0,-114.95938300398,35.6492052791374
81.0,-114.745081229817,35.6492052791374
77.0,-113.887874133165,35.6492052791374
82.0,-110.673347520717,35.6492052791374
82.0,-110.459045746554,35.6492052791374
69.0,-98.8867499417446,35.6492052791374
66.0,-98.6724481675815,35.6492052791374
59.0,-96.7437322001132,35.6492052791374
57.0,-96.3151286517869,35.6492052791374
57.0,-95.0293180068081,35.6492052791374
79.0,-119.459720261406,35.4347757923556
79.0,-119.03111671308,35.4347757923556
77.0,-118.816814938917,35.4347757923556
66.0,-118.602513164754,35.4347757923556
81.0,-117.959607842264,35.4347757923556
80.0,-117.316702519775,35.4347757923556
