GTOPO30_SLOPE_reduced,x,y
1.0,-110.673347520717,36.2924937394829
11.0,-111.959158165696,36.0780642527011
2.0,-110.030442198228,35.4347757923556
5.0,-113.244968810675,34.3626283584465
5.0,-107.45882090827,33.9337693848828
1.0,-107.673122682433,33.719339898101
3.0,-107.45882090827,33.719339898101
2.0,-106.815915585781,33.2904809245373
9.0,-106.601613811618,33.2904809245373
7.0,-106.601613811618,32.8616219509736
10.0,131.059053735306,32.6471924641918
5.0,131.273355509469,32.6471924641918
9.0,131.487657283632,32.6471924641918
3.0,131.701959057796,32.6471924641918
1.0,-107.887424456597,32.43276297741
4.0,130.63045018698,32.43276297741
2.0,131.487657283632,32.43276297741
13.0,-113.030667036512,32.2183334906281
1.0,-111.744856391533,32.2183334906281
-9999.0,130.201846638654,32.2183334906281
-9999.0,130.416148412817,32.2183334906281
6.0,130.63045018698,32.2183334906281
0.0,130.844751961143,32.2183334906281
4.0,131.059053735306,32.2183334906281
5.0,131.273355509469,32.2183334906281
4.0,131.487657283632,32.2183334906281
1.0,-113.030667036512,32.0039040038463
2.0,-108.530329779086,32.0039040038463
2.0,130.416148412817,32.0039040038463
5.0,130.844751961143,32.0039040038463
0.0,131.487657283632,32.0039040038463
0.0,-114.102175907328,31.7894745170645
3.0,-113.030667036512,31.7894745170645
0.0,130.416148412817,31.7894745170645
0.0,131.059053735306,31.7894745170645
8.0,130.63045018698,31.5750450302826
2.0,130.844751961143,31.5750450302826
-9999.0,130.63045018698,31.3606155435008
6.0,-105.530104940802,31.146186056719
1.0,-112.816365262349,30.9317565699371
4.0,-105.744406714965,30.9317565699371
1.0,-105.530104940802,30.9317565699371
2.0,-105.315803166639,30.9317565699371
1.0,-104.887199618313,30.9317565699371
0.0,-101.886974780029,30.9317565699371
1.0,108.343065674013,30.9317565699371
5.0,109.200272770666,30.9317565699371
6.0,109.414574544829,30.9317565699371
4.0,-114.95938300398,30.7173270831553
1.0,-112.602063488186,30.7173270831553
1.0,-105.101501392476,30.7173270831553
2.0,-104.887199618313,30.7173270831553
4.0,107.914462125687,30.7173270831553
1.0,108.12876389985,30.7173270831553
4.0,108.557367448176,30.7173270831553
10.0,109.200272770666,30.7173270831553
5.0,-101.672673005865,30.5028975963735
9.0,108.557367448176,30.5028975963735
15.0,108.771669222339,30.5028975963735
0.0,110.700385189808,30.5028975963735
2.0,-111.959158165696,30.2884681095916
2.0,-111.744856391533,30.2884681095916
1.0,-101.244069457539,30.2884681095916
0.0,103.199823094098,30.2884681095916
2.0,107.700160351524,30.2884681095916
1.0,110.700385189808,30.2884681095916
3.0,-102.958483650844,30.0740386228098
2.0,-102.744181876681,30.0740386228098
1.0,-102.529880102518,30.0740386228098
6.0,102.985521319935,30.0740386228098
1.0,103.199823094098,30.0740386228098
2.0,-104.244294295823,29.859609136028
1.0,-102.958483650844,29.859609136028
1.0,-102.744181876681,29.859609136028
14.0,108.557367448176,29.859609136028
7.0,110.057479867318,29.859609136028
3.0,110.486083415645,29.859609136028
10.0,110.700385189808,29.859609136028
3.0,110.914686963971,29.859609136028
5.0,111.128988738134,29.859609136028
4.0,111.343290512297,29.859609136028
2.0,-104.244294295823,29.6451796492461
2.0,-104.02999252166,29.6451796492461
3.0,-102.958483650844,29.6451796492461
1.0,-102.529880102518,29.6451796492461
0.0,-81.7426080086933,29.6451796492461
6.0,103.414124868261,29.6451796492461
2.0,109.200272770666,29.6451796492461
11.0,109.628876318992,29.6451796492461
12.0,109.843178093155,29.6451796492461
5.0,111.343290512297,29.6451796492461
2.0,-111.316252843207,29.4307501624643
1.0,-104.244294295823,29.4307501624643
5.0,-102.958483650844,29.4307501624643
9.0,-102.315578328355,29.4307501624643
5.0,109.843178093155,29.4307501624643
2.0,110.271781641481,29.4307501624643
4.0,114.129213576418,29.4307501624643
1.0,-111.316252843207,29.2163206756825
1.0,-103.601388973334,29.2163206756825
3.0,-103.387087199171,29.2163206756825
7.0,-102.958483650844,29.2163206756825
2.0,-102.101276554192,29.2163206756825
0.0,-81.7426080086933,29.2163206756825
1.0,109.414574544829,29.2163206756825
5.0,109.628876318992,29.2163206756825
1.0,113.700610028092,29.2163206756825
7.0,114.343515350581,29.2163206756825
2.0,114.986420673071,29.2163206756825
1.0,-103.387087199171,29.0018911889007
2.0,-103.172785425007,29.0018911889007
2.0,-102.958483650844,29.0018911889007
2.0,-102.744181876681,29.0018911889007
7.0,-102.529880102518,29.0018911889007
1.0,-102.315578328355,29.0018911889007
8.0,108.771669222339,29.0018911889007
5.0,111.128988738134,29.0018911889007
8.0,113.914911802255,29.0018911889007
7.0,115.200722447234,29.0018911889007
4.0,-113.244968810675,28.7874617021188
10.0,-103.601388973334,28.7874617021188
3.0,-103.387087199171,28.7874617021188
4.0,-102.958483650844,28.7874617021188
1.0,-102.744181876681,28.7874617021188
2.0,-102.529880102518,28.7874617021188
1.0,-102.315578328355,28.7874617021188
2.0,-101.886974780029,28.7874617021188
4.0,-101.672673005865,28.7874617021188
5.0,108.12876389985,28.7874617021188
10.0,-113.459270584838,28.573032215337
1.0,-113.244968810675,28.573032215337
1.0,-103.387087199171,28.573032215337
0.0,-102.744181876681,28.573032215337
0.0,-102.101276554192,28.573032215337
2.0,107.914462125687,28.573032215337
1.0,108.771669222339,28.573032215337
3.0,111.771894060623,28.573032215337
1.0,113.486308253929,28.573032215337
8.0,113.914911802255,28.573032215337
9.0,-113.459270584838,28.3586027285552
5.0,107.914462125687,28.3586027285552
7.0,110.486083415645,28.3586027285552
2.0,-103.387087199171,28.1441732417733
2.0,107.700160351524,28.1441732417733
2.0,108.557367448176,28.1441732417733
0.0,109.628876318992,28.1441732417733
2.0,117.343740188865,28.1441732417733
3.0,-107.887424456597,27.9297437549915
3.0,-102.744181876681,27.9297437549915
8.0,108.771669222339,27.9297437549915
2.0,108.985970996503,27.9297437549915
1.0,109.200272770666,27.9297437549915
3.0,109.414574544829,27.9297437549915
4.0,109.628876318992,27.9297437549915
6.0,111.771894060623,27.9297437549915
2.0,-107.887424456597,27.7153142682097
0.0,-82.1712115570196,27.7153142682097
2.0,109.200272770666,27.7153142682097
1.0,109.628876318992,27.7153142682097
2.0,109.843178093155,27.7153142682097
4.0,110.486083415645,27.7153142682097
1.0,115.843627769723,27.7153142682097
6.0,117.343740188865,27.7153142682097
1.0,108.771669222339,27.5008847814278
0.0,111.128988738134,27.5008847814278
12.0,111.771894060623,27.5008847814278
0.0,112.20049760895,27.5008847814278
2.0,114.129213576418,27.5008847814278
3.0,116.272231318049,27.5008847814278
3.0,117.343740188865,27.5008847814278
1.0,107.914462125687,27.286455294646
1.0,108.985970996503,27.286455294646
8.0,110.486083415645,27.286455294646
1.0,111.343290512297,27.286455294646
1.0,113.057704705602,27.286455294646
5.0,113.272006479765,27.286455294646
6.0,115.843627769723,27.286455294646
1.0,107.485858577361,27.0720258078642
2.0,107.914462125687,27.0720258078642
5.0,108.771669222339,27.0720258078642
3.0,109.200272770666,27.0720258078642
3.0,110.271781641481,27.0720258078642
2.0,112.629101157276,27.0720258078642
0.0,113.914911802255,27.0720258078642
7.0,117.129438414702,27.0720258078642
2.0,117.343740188865,27.0720258078642
6.0,117.772343737191,27.0720258078642
13.0,117.986645511355,27.0720258078642
4.0,119.05815438217,27.0720258078642
7.0,119.272456156333,27.0720258078642
10.0,90.9846219667987,26.8575963210823
12.0,91.1989237409619,26.8575963210823
7.0,91.413225515125,26.8575963210823
8.0,91.6275272892882,26.8575963210823
0.0,92.0561308376144,26.8575963210823
4.0,109.200272770666,26.8575963210823
4.0,109.843178093155,26.8575963210823
1.0,115.415024221397,26.8575963210823
8.0,115.62932599556,26.8575963210823
2.0,116.486533092213,26.8575963210823
5.0,117.986645511355,26.8575963210823
10.0,118.415249059681,26.8575963210823
3.0,-112.173459939859,26.6431668343005
13.0,-111.959158165696,26.6431668343005
0.0,90.5560184184725,26.6431668343005
1.0,90.7703201926356,26.6431668343005
0.0,90.9846219667987,26.6431668343005
0.0,91.1989237409619,26.6431668343005
0.0,91.413225515125,26.6431668343005
0.0,91.6275272892882,26.6431668343005
4.0,108.343065674013,26.6431668343005
4.0,109.628876318992,26.6431668343005
1.0,116.057929543886,26.6431668343005
4.0,116.272231318049,26.6431668343005
2.0,116.700834866376,26.6431668343005
4.0,117.129438414702,26.6431668343005
4.0,117.343740188865,26.6431668343005
7.0,119.272456156333,26.6431668343005
5.0,-111.959158165696,26.4287373475187
4.0,-111.744856391533,26.4287373475187
0.0,90.3417166443093,26.4287373475187
5.0,90.5560184184725,26.4287373475187
0.0,90.7703201926356,26.4287373475187
0.0,92.6990361601039,26.4287373475187
4.0,108.12876389985,26.4287373475187
0.0,108.985970996503,26.4287373475187
2.0,109.414574544829,26.4287373475187
4.0,109.628876318992,26.4287373475187
4.0,109.843178093155,26.4287373475187
12.0,110.914686963971,26.4287373475187
2.0,113.700610028092,26.4287373475187
3.0,114.557817124744,26.4287373475187
2.0,114.986420673071,26.4287373475187
4.0,115.200722447234,26.4287373475187
3.0,115.843627769723,26.4287373475187
6.0,117.343740188865,26.4287373475187
7.0,118.415249059681,26.4287373475187
9.0,118.843852608007,26.4287373475187
1.0,-112.173459939859,26.2143078607368
1.0,-111.53055461737,26.2143078607368
-9999.0,-111.316252843207,26.2143078607368
4.0,-107.673122682433,26.2143078607368
0.0,89.913113095983,26.2143078607368
0.0,90.1274148701462,26.2143078607368
1.0,90.3417166443093,26.2143078607368
1.0,108.343065674013,26.2143078607368
6.0,109.414574544829,26.2143078607368
7.0,110.271781641481,26.2143078607368
4.0,110.914686963971,26.2143078607368
6.0,112.414799383113,26.2143078607368
4.0,114.129213576418,26.2143078607368
4.0,117.986645511355,26.2143078607368
6.0,118.200947285518,26.2143078607368
5.0,118.415249059681,26.2143078607368
4.0,-111.744856391533,25.999878373955
5.0,-111.53055461737,25.999878373955
0.0,89.913113095983,25.999878373955
0.0,90.1274148701462,25.999878373955
3.0,90.3417166443093,25.999878373955
0.0,90.5560184184725,25.999878373955
9.0,108.771669222339,25.999878373955
3.0,109.843178093155,25.999878373955
1.0,113.914911802255,25.999878373955
5.0,114.129213576418,25.999878373955
6.0,114.343515350581,25.999878373955
9.0,118.629550833844,25.999878373955
6.0,-111.53055461737,25.7854488871732
7.0,-107.244519134107,25.7854488871732
6.0,108.985970996503,25.7854488871732
1.0,109.628876318992,25.7854488871732
8.0,110.057479867318,25.7854488871732
0.0,110.914686963971,25.7854488871732
3.0,113.914911802255,25.7854488871732
0.0,89.913113095983,25.5710194003913
6.0,90.1274148701462,25.5710194003913
5.0,108.343065674013,25.5710194003913
4.0,108.985970996503,25.5710194003913
1.0,113.700610028092,25.5710194003913
1.0,-111.53055461737,25.3565899136095
4.0,-111.101951069044,25.3565899136095
1.0,-102.529880102518,25.3565899136095
0.0,72.7689711629317,25.3565899136095
1.0,90.1274148701462,25.3565899136095
7.0,109.843178093155,25.3565899136095
0.0,110.057479867318,25.3565899136095
1.0,110.486083415645,25.3565899136095
7.0,110.914686963971,25.3565899136095
2.0,116.700834866376,25.3565899136095
4.0,-102.529880102518,25.1421604268277
1.0,-102.315578328355,25.1421604268277
1.0,110.057479867318,25.1421604268277
3.0,110.486083415645,25.1421604268277
9.0,110.700385189808,25.1421604268277
0.0,-102.958483650844,24.9277309400458
1.0,87.5557935801885,24.9277309400458
2.0,87.7700953543516,24.9277309400458
0.0,89.4845095476567,24.9277309400458
0.0,91.413225515125,24.9277309400458
0.0,91.6275272892882,24.9277309400458
0.0,91.8418290634513,24.9277309400458
0.0,92.2704326117776,24.9277309400458
1.0,95.2706574500615,24.9277309400458
1.0,-102.958483650844,24.713301453264
1.0,87.3414918060253,24.713301453264
2.0,87.5557935801885,24.713301453264
0.0,87.7700953543516,24.713301453264
0.0,91.6275272892882,24.713301453264
0.0,91.8418290634513,24.713301453264
0.0,92.4847343859407,24.713301453264
0.0,95.0563556758984,24.713301453264
0.0,95.2706574500615,24.713301453264
13.0,-106.387312037455,24.4988719664822
1.0,-102.529880102518,24.4988719664822
5.0,-101.886974780029,24.4988719664822
0.0,-100.386862360887,24.4988719664822
0.0,71.9117640662791,24.4988719664822
0.0,72.3403676146054,24.4988719664822
0.0,72.5546693887686,24.4988719664822
0.0,86.9128882576991,24.4988719664822
0.0,87.1271900318622,24.4988719664822
1.0,87.3414918060253,24.4988719664822
0.0,87.5557935801885,24.4988719664822
0.0,87.7700953543516,24.4988719664822
0.0,91.8418290634513,24.4988719664822
0.0,95.0563556758984,24.4988719664822
17.0,-106.173010263291,24.2844424797003
2.0,-101.458371231702,24.2844424797003
0.0,-100.815465909213,24.2844424797003
1.0,-99.3153534900709,24.2844424797003
0.0,72.5546693887686,24.2844424797003
2.0,72.7689711629317,24.2844424797003
0.0,86.6985864835359,24.2844424797003
0.0,86.9128882576991,24.2844424797003
0.0,87.1271900318622,24.2844424797003
2.0,87.3414918060253,24.2844424797003
1.0,87.5557935801885,24.2844424797003
0.0,87.7700953543516,24.2844424797003
0.0,91.8418290634513,24.2844424797003
2.0,94.8420539017353,24.2844424797003
0.0,96.5564680950404,24.2844424797003
0.0,-99.1010517159078,24.0700129929185
0.0,86.9128882576991,24.0700129929185
0.0,87.1271900318622,24.0700129929185
0.0,87.3414918060253,24.0700129929185
0.0,87.5557935801885,24.0700129929185
0.0,89.0559059993305,24.0700129929185
0.0,90.3417166443093,24.0700129929185
0.0,90.5560184184725,24.0700129929185
0.0,90.7703201926356,24.0700129929185
0.0,90.9846219667987,24.0700129929185
3.0,103.842728416587,24.0700129929185
5.0,104.05703019075,24.0700129929185
1.0,104.271331964914,24.0700129929185
0.0,86.9128882576991,23.8555835061367
0.0,87.1271900318622,23.8555835061367
0.0,87.3414918060253,23.8555835061367
0.0,89.2702077734936,23.8555835061367
-9999.0,89.4845095476567,23.8555835061367
-9999.0,89.6988113218199,23.8555835061367
1.0,103.628426642424,23.8555835061367
2.0,104.05703019075,23.8555835061367
7.0,-105.958708489128,23.6411540193548
2.0,-104.887199618313,23.6411540193548
0.0,72.1260658404423,23.6411540193548
1.0,84.3412669677413,23.6411540193548
0.0,87.1271900318622,23.6411540193548
0.0,87.3414918060253,23.6411540193548
0.0,88.8416042251673,23.6411540193548
0.0,89.0559059993305,23.6411540193548
0.0,89.2702077734936,23.6411540193548
0.0,89.6988113218199,23.6411540193548
0.0,95.2706574500615,23.6411540193548
7.0,-105.958708489128,23.426724532573
10.0,-105.101501392476,23.426724532573
1.0,-98.8867499417446,23.426724532573
0.0,83.4840598710888,23.426724532573
0.0,86.9128882576991,23.426724532573
0.0,87.1271900318622,23.426724532573
0.0,88.8416042251673,23.426724532573
0.0,89.0559059993305,23.426724532573
0.0,89.2702077734936,23.426724532573
0.0,89.4845095476567,23.426724532573
0.0,89.6988113218199,23.426724532573
1.0,95.0563556758984,23.426724532573
1.0,103.414124868261,23.426724532573
-9999.0,119.915361478823,23.426724532573
12.0,-105.101501392476,23.2122950457912
0.0,-102.744181876681,23.2122950457912
0.0,71.4831605179529,23.2122950457912
3.0,82.4125510002731,23.2122950457912
2.0,82.6268527744362,23.2122950457912
0.0,86.9128882576991,23.2122950457912
0.0,87.1271900318622,23.2122950457912
0.0,87.3414918060253,23.2122950457912
0.0,88.1986989026779,23.2122950457912
0.0,88.413000676841,23.2122950457912
0.0,89.0559059993305,23.2122950457912
1.0,94.6277521275721,23.2122950457912
0.0,95.0563556758984,23.2122950457912
0.0,95.2706574500615,23.2122950457912
2.0,104.271331964914,23.2122950457912
