soiltype_mostprobable,x,y
24.0,-117.531004293938,37.7935001469558
26.0,-117.316702519775,37.7935001469558
6.0,-116.459495423122,37.7935001469558
15.0,-118.602513164754,37.5790706601739
26.0,-118.38821139059,37.5790706601739
18.0,-117.745306068101,37.5790706601739
26.0,-117.316702519775,37.5790706601739
6.0,-116.245193648959,37.5790706601739
18.0,-118.602513164754,37.3646411733921
18.0,-117.959607842264,37.3646411733921
18.0,-117.316702519775,37.3646411733921
18.0,-116.673797197285,37.3646411733921
18.0,-116.459495423122,37.3646411733921
18.0,-115.816590100633,37.3646411733921
5.0,-118.38821139059,37.1502116866103
25.0,-117.745306068101,37.1502116866103
5.0,-116.888098971449,37.1502116866103
24.0,-111.316252843207,37.1502116866103
29.0,-120.745530906385,36.9357821998284
18.0,-119.459720261406,36.9357821998284
6.0,-118.38821139059,36.9357821998284
18.0,-116.888098971449,36.9357821998284
18.0,-116.459495423122,36.9357821998284
5.0,-115.816590100633,36.9357821998284
5.0,-115.60228832647,36.9357821998284
18.0,-115.387986552307,36.9357821998284
5.0,-115.173684778143,36.9357821998284
5.0,-114.95938300398,36.9357821998284
18.0,-114.745081229817,36.9357821998284
18.0,-114.102175907328,36.9357821998284
6.0,-120.745530906385,36.7213527130466
24.0,-120.531229132222,36.7213527130466
15.0,-119.888323809732,36.7213527130466
6.0,-118.816814938917,36.7213527130466
5.0,-118.173909616427,36.7213527130466
15.0,-117.959607842264,36.7213527130466
5.0,-116.459495423122,36.7213527130466
5.0,-115.816590100633,36.7213527130466
18.0,-114.102175907328,36.7213527130466
6.0,-120.531229132222,36.5069232262648
15.0,-120.102625583896,36.5069232262648
18.0,-119.03111671308,36.5069232262648
5.0,-116.459495423122,36.5069232262648
5.0,-116.245193648959,36.5069232262648
18.0,-114.102175907328,36.5069232262648
18.0,-113.887874133165,36.5069232262648
18.0,-107.244519134107,36.5069232262648
15.0,-119.674022035569,36.2924937394829
6.0,-118.602513164754,36.2924937394829
5.0,-117.959607842264,36.2924937394829
5.0,-117.531004293938,36.2924937394829
15.0,-117.102400745612,36.2924937394829
6.0,-116.030891874796,36.2924937394829
18.0,-115.387986552307,36.2924937394829
5.0,-111.101951069044,36.2924937394829
6.0,-110.673347520717,36.2924937394829
18.0,-110.459045746554,36.2924937394829
18.0,-110.244743972391,36.2924937394829
5.0,-107.45882090827,36.2924937394829
15.0,-102.958483650844,36.2924937394829
18.0,-120.531229132222,36.0780642527011
24.0,-120.316927358059,36.0780642527011
24.0,-120.102625583896,36.0780642527011
18.0,-119.03111671308,36.0780642527011
18.0,-118.816814938917,36.0780642527011
6.0,-118.602513164754,36.0780642527011
18.0,-117.531004293938,36.0780642527011
24.0,-116.673797197285,36.0780642527011
5.0,-116.459495423122,36.0780642527011
24.0,-116.245193648959,36.0780642527011
18.0,-115.387986552307,36.0780642527011
18.0,-113.673572359001,36.0780642527011
6.0,-110.673347520717,36.0780642527011
6.0,-110.459045746554,36.0780642527011
6.0,-108.530329779086,36.0780642527011
15.0,-103.601388973334,36.0780642527011
5.0,-103.387087199171,36.0780642527011
15.0,-119.888323809732,35.8636347659193
18.0,-117.959607842264,35.8636347659193
13.0,-116.673797197285,35.8636347659193
5.0,-116.459495423122,35.8636347659193
25.0,-116.245193648959,35.8636347659193
5.0,-116.030891874796,35.8636347659193
5.0,-115.60228832647,35.8636347659193
24.0,-115.387986552307,35.8636347659193
5.0,-111.316252843207,35.8636347659193
6.0,-110.673347520717,35.8636347659193
5.0,-107.673122682433,35.8636347659193
24.0,-116.459495423122,35.6492052791374
24.0,-116.245193648959,35.6492052791374
5.0,-116.030891874796,35.6492052791374
5.0,-114.102175907328,35.6492052791374
18.0,-113.244968810675,35.6492052791374
6.0,-110.673347520717,35.6492052791374
6.0,-119.03111671308,35.4347757923556
15.0,-118.602513164754,35.4347757923556
24.0,-117.316702519775,35.4347757923556
5.0,-116.888098971449,35.4347757923556
24.0,-116.673797197285,35.4347757923556
5.0,-114.745081229817,35.4347757923556
18.0,-114.102175907328,35.4347757923556
5.0,-113.887874133165,35.4347757923556
5.0,-111.101951069044,35.4347757923556
5.0,-110.459045746554,35.4347757923556
6.0,-110.244743972391,35.4347757923556
18.0,-105.315803166639,35.4347757923556
