LandCover_1_Needleleaf,x,y
0.0,-100.60116413505,44.2263847504107
0.0,-100.386862360887,44.2263847504107
0.0,-100.172560586723,44.2263847504107
0.0,-100.60116413505,44.0119552636289
0.0,-100.386862360887,44.0119552636289
0.0,-100.172560586723,44.0119552636289
0.0,-99.9582588125603,44.0119552636289
0.0,-100.815465909213,43.7975257768471
0.0,-100.60116413505,43.7975257768471
0.0,-100.386862360887,43.7975257768471
0.0,-100.172560586723,43.7975257768471
0.0,-99.9582588125603,43.7975257768471
0.0,-99.7439570383972,43.7975257768471
0.0,-99.5296552642341,43.7975257768471
0.0,-99.3153534900709,43.7975257768471
0.0,-99.1010517159078,43.7975257768471
0.0,-100.386862360887,43.5830962900652
0.0,-100.172560586723,43.5830962900652
0.0,-99.9582588125603,43.5830962900652
0.0,-99.7439570383972,43.5830962900652
0.0,-99.5296552642341,43.5830962900652
0.0,-99.3153534900709,43.5830962900652
0.0,-99.1010517159078,43.5830962900652
0.0,-98.8867499417446,43.5830962900652
0.0,-99.9582588125603,43.3686668032834
0.0,-99.7439570383972,43.3686668032834
0.0,-99.5296552642341,43.3686668032834
0.0,-99.3153534900709,43.3686668032834
11.0,-99.1010517159078,43.3686668032834
0.0,-98.8867499417446,43.3686668032834
0.0,-98.6724481675815,43.3686668032834
0.0,-98.4581463934183,43.3686668032834
0.0,-99.5296552642341,43.1542373165016
0.0,-99.3153534900709,43.1542373165016
0.0,-99.1010517159078,43.1542373165016
0.0,-98.8867499417446,43.1542373165016
0.0,-98.6724481675815,43.1542373165016
22.0,-98.4581463934183,43.1542373165016
0.0,-98.2438446192552,43.1542373165016
0.0,-98.0295428450921,43.1542373165016
0.0,-99.3153534900709,42.9398078297198
0.0,-99.1010517159078,42.9398078297198
0.0,-98.8867499417446,42.9398078297198
0.0,-98.6724481675815,42.9398078297198
1.0,-98.4581463934183,42.9398078297198
0.0,-98.2438446192552,42.9398078297198
0.0,-98.0295428450921,42.9398078297198
0.0,-97.3866375226026,42.9398078297198
0.0,-97.1723357484395,42.9398078297198
0.0,-98.2438446192552,42.7253783429379
0.0,-97.3866375226026,42.7253783429379
0.0,-97.1723357484395,42.7253783429379
18.0,-96.9580339742764,42.7253783429379
0.0,-96.7437322001132,42.7253783429379
0.0,-96.5294304259501,42.7253783429379
0.0,-96.3151286517869,42.7253783429379
0.0,-96.1008268776238,42.7253783429379
0.0,-96.9580339742764,42.5109488561561
0.0,-96.7437322001132,42.5109488561561
0.0,-96.5294304259501,42.5109488561561
0.0,-96.3151286517869,42.5109488561561
0.0,-96.1008268776238,42.5109488561561
0.0,-95.8865251034606,42.5109488561561
0.0,-97.3866375226026,42.2965193693743
0.0,-97.1723357484395,42.2965193693743
0.0,-96.9580339742764,42.2965193693743
0.0,-96.7437322001132,42.2965193693743
0.0,-96.5294304259501,42.2965193693743
0.0,-96.3151286517869,42.2965193693743
0.0,-96.1008268776238,42.2965193693743
0.0,-95.8865251034606,42.2965193693743
0.0,-97.3866375226026,42.0820898825924
0.0,-97.1723357484395,42.0820898825924
0.0,-96.9580339742764,42.0820898825924
0.0,-96.7437322001132,42.0820898825924
0.0,-96.5294304259501,42.0820898825924
0.0,-96.3151286517869,42.0820898825924
3.0,-96.1008268776238,42.0820898825924
0.0,-95.8865251034606,42.0820898825924
0.0,-97.8152410709289,41.8676603958106
0.0,-97.6009392967658,41.8676603958106
0.0,-97.3866375226026,41.8676603958106
0.0,-97.1723357484395,41.8676603958106
0.0,-96.9580339742764,41.8676603958106
3.0,-96.7437322001132,41.8676603958106
0.0,-96.5294304259501,41.8676603958106
0.0,-96.3151286517869,41.8676603958106
0.0,-96.1008268776238,41.8676603958106
0.0,-95.8865251034606,41.8676603958106
0.0,-97.8152410709289,41.6532309090288
0.0,-97.6009392967658,41.6532309090288
0.0,-97.3866375226026,41.6532309090288
0.0,-97.1723357484395,41.6532309090288
