LandCover_5_Shrubs,x,y
76.0,-110.673347520717,36.2924937394829
72.0,-111.959158165696,36.0780642527011
63.0,-110.030442198228,35.4347757923556
84.0,-113.244968810675,34.3626283584465
24.0,-107.45882090827,33.9337693848828
57.0,-107.673122682433,33.719339898101
34.0,-107.45882090827,33.719339898101
63.0,-106.815915585781,33.2904809245373
42.0,-106.601613811618,33.2904809245373
64.0,-106.601613811618,32.8616219509736
0.0,131.059053735306,32.6471924641918
0.0,131.273355509469,32.6471924641918
0.0,131.487657283632,32.6471924641918
0.0,131.701959057796,32.6471924641918
100.0,-107.887424456597,32.43276297741
0.0,130.63045018698,32.43276297741
0.0,131.487657283632,32.43276297741
91.0,-113.030667036512,32.2183334906281
100.0,-111.744856391533,32.2183334906281
0.0,130.201846638654,32.2183334906281
0.0,130.416148412817,32.2183334906281
0.0,130.63045018698,32.2183334906281
0.0,130.844751961143,32.2183334906281
0.0,131.059053735306,32.2183334906281
0.0,131.273355509469,32.2183334906281
0.0,131.487657283632,32.2183334906281
100.0,-113.030667036512,32.0039040038463
100.0,-108.530329779086,32.0039040038463
0.0,130.416148412817,32.0039040038463
0.0,130.844751961143,32.0039040038463
13.0,131.487657283632,32.0039040038463
32.0,-114.102175907328,31.7894745170645
100.0,-113.030667036512,31.7894745170645
0.0,130.416148412817,31.7894745170645
0.0,131.059053735306,31.7894745170645
28.0,130.63045018698,31.5750450302826
0.0,130.844751961143,31.5750450302826
0.0,130.63045018698,31.3606155435008
100.0,-105.530104940802,31.146186056719
32.0,-112.816365262349,30.9317565699371
100.0,-105.744406714965,30.9317565699371
100.0,-105.530104940802,30.9317565699371
100.0,-105.315803166639,30.9317565699371
89.0,-104.887199618313,30.9317565699371
26.0,-101.886974780029,30.9317565699371
20.0,108.343065674013,30.9317565699371
4.0,109.200272770666,30.9317565699371
0.0,109.414574544829,30.9317565699371
100.0,-114.95938300398,30.7173270831553
100.0,-112.602063488186,30.7173270831553
73.0,-105.101501392476,30.7173270831553
98.0,-104.887199618313,30.7173270831553
0.0,107.914462125687,30.7173270831553
0.0,108.12876389985,30.7173270831553
2.0,108.557367448176,30.7173270831553
10.0,109.200272770666,30.7173270831553
35.0,-101.672673005865,30.5028975963735
4.0,108.557367448176,30.5028975963735
0.0,108.771669222339,30.5028975963735
0.0,110.700385189808,30.5028975963735
86.0,-111.959158165696,30.2884681095916
100.0,-111.744856391533,30.2884681095916
20.0,-101.244069457539,30.2884681095916
11.0,103.199823094098,30.2884681095916
0.0,107.700160351524,30.2884681095916
4.0,110.700385189808,30.2884681095916
100.0,-102.958483650844,30.0740386228098
68.0,-102.744181876681,30.0740386228098
65.0,-102.529880102518,30.0740386228098
2.0,102.985521319935,30.0740386228098
5.0,103.199823094098,30.0740386228098
100.0,-104.244294295823,29.859609136028
100.0,-102.958483650844,29.859609136028
86.0,-102.744181876681,29.859609136028
0.0,108.557367448176,29.859609136028
9.0,110.057479867318,29.859609136028
26.0,110.486083415645,29.859609136028
23.0,110.700385189808,29.859609136028
0.0,110.914686963971,29.859609136028
12.0,111.128988738134,29.859609136028
10.0,111.343290512297,29.859609136028
100.0,-104.244294295823,29.6451796492461
100.0,-104.02999252166,29.6451796492461
100.0,-102.958483650844,29.6451796492461
73.0,-102.529880102518,29.6451796492461
0.0,-81.7426080086933,29.6451796492461
6.0,103.414124868261,29.6451796492461
0.0,109.200272770666,29.6451796492461
25.0,109.628876318992,29.6451796492461
0.0,109.843178093155,29.6451796492461
0.0,111.343290512297,29.6451796492461
100.0,-111.316252843207,29.4307501624643
100.0,-104.244294295823,29.4307501624643
57.0,-102.958483650844,29.4307501624643
65.0,-102.315578328355,29.4307501624643
7.0,109.843178093155,29.4307501624643
0.0,110.271781641481,29.4307501624643
29.0,114.129213576418,29.4307501624643
100.0,-111.316252843207,29.2163206756825
83.0,-103.601388973334,29.2163206756825
100.0,-103.387087199171,29.2163206756825
56.0,-102.958483650844,29.2163206756825
37.0,-102.101276554192,29.2163206756825
0.0,-81.7426080086933,29.2163206756825
0.0,109.414574544829,29.2163206756825
24.0,109.628876318992,29.2163206756825
7.0,113.700610028092,29.2163206756825
20.0,114.343515350581,29.2163206756825
15.0,114.986420673071,29.2163206756825
100.0,-103.387087199171,29.0018911889007
100.0,-103.172785425007,29.0018911889007
100.0,-102.958483650844,29.0018911889007
100.0,-102.744181876681,29.0018911889007
20.0,-102.529880102518,29.0018911889007
28.0,-102.315578328355,29.0018911889007
28.0,108.771669222339,29.0018911889007
8.0,111.128988738134,29.0018911889007
21.0,113.914911802255,29.0018911889007
11.0,115.200722447234,29.0018911889007
100.0,-113.244968810675,28.7874617021188
100.0,-103.601388973334,28.7874617021188
100.0,-103.387087199171,28.7874617021188
92.0,-102.958483650844,28.7874617021188
100.0,-102.744181876681,28.7874617021188
66.0,-102.529880102518,28.7874617021188
88.0,-102.315578328355,28.7874617021188
59.0,-101.886974780029,28.7874617021188
0.0,-101.672673005865,28.7874617021188
0.0,108.12876389985,28.7874617021188
86.0,-113.459270584838,28.573032215337
100.0,-113.244968810675,28.573032215337
89.0,-103.387087199171,28.573032215337
84.0,-102.744181876681,28.573032215337
0.0,-102.101276554192,28.573032215337
0.0,107.914462125687,28.573032215337
29.0,108.771669222339,28.573032215337
14.0,111.771894060623,28.573032215337
22.0,113.486308253929,28.573032215337
18.0,113.914911802255,28.573032215337
100.0,-113.459270584838,28.3586027285552
0.0,107.914462125687,28.3586027285552
22.0,110.486083415645,28.3586027285552
100.0,-103.387087199171,28.1441732417733
0.0,107.700160351524,28.1441732417733
0.0,108.557367448176,28.1441732417733
8.0,109.628876318992,28.1441732417733
0.0,117.343740188865,28.1441732417733
0.0,-107.887424456597,27.9297437549915
94.0,-102.744181876681,27.9297437549915
0.0,108.771669222339,27.9297437549915
12.0,108.985970996503,27.9297437549915
6.0,109.200272770666,27.9297437549915
10.0,109.414574544829,27.9297437549915
8.0,109.628876318992,27.9297437549915
0.0,111.771894060623,27.9297437549915
0.0,-107.887424456597,27.7153142682097
0.0,-82.1712115570196,27.7153142682097
7.0,109.200272770666,27.7153142682097
11.0,109.628876318992,27.7153142682097
25.0,109.843178093155,27.7153142682097
26.0,110.486083415645,27.7153142682097
21.0,115.843627769723,27.7153142682097
2.0,117.343740188865,27.7153142682097
22.0,108.771669222339,27.5008847814278
3.0,111.128988738134,27.5008847814278
0.0,111.771894060623,27.5008847814278
0.0,112.20049760895,27.5008847814278
8.0,114.129213576418,27.5008847814278
3.0,116.272231318049,27.5008847814278
0.0,117.343740188865,27.5008847814278
0.0,107.914462125687,27.286455294646
0.0,108.985970996503,27.286455294646
29.0,110.486083415645,27.286455294646
0.0,111.343290512297,27.286455294646
32.0,113.057704705602,27.286455294646
14.0,113.272006479765,27.286455294646
12.0,115.843627769723,27.286455294646
2.0,107.485858577361,27.0720258078642
24.0,107.914462125687,27.0720258078642
33.0,108.771669222339,27.0720258078642
6.0,109.200272770666,27.0720258078642
19.0,110.271781641481,27.0720258078642
14.0,112.629101157276,27.0720258078642
0.0,113.914911802255,27.0720258078642
0.0,117.129438414702,27.0720258078642
6.0,117.343740188865,27.0720258078642
0.0,117.772343737191,27.0720258078642
0.0,117.986645511355,27.0720258078642
0.0,119.05815438217,27.0720258078642
0.0,119.272456156333,27.0720258078642
17.0,90.9846219667987,26.8575963210823
0.0,91.1989237409619,26.8575963210823
0.0,91.413225515125,26.8575963210823
0.0,91.6275272892882,26.8575963210823
5.0,92.0561308376144,26.8575963210823
0.0,109.200272770666,26.8575963210823
1.0,109.843178093155,26.8575963210823
0.0,115.415024221397,26.8575963210823
0.0,115.62932599556,26.8575963210823
6.0,116.486533092213,26.8575963210823
13.0,117.986645511355,26.8575963210823
0.0,118.415249059681,26.8575963210823
34.0,-112.173459939859,26.6431668343005
100.0,-111.959158165696,26.6431668343005
0.0,90.5560184184725,26.6431668343005
0.0,90.7703201926356,26.6431668343005
0.0,90.9846219667987,26.6431668343005
0.0,91.1989237409619,26.6431668343005
0.0,91.413225515125,26.6431668343005
0.0,91.6275272892882,26.6431668343005
1.0,108.343065674013,26.6431668343005
2.0,109.628876318992,26.6431668343005
0.0,116.057929543886,26.6431668343005
0.0,116.272231318049,26.6431668343005
6.0,116.700834866376,26.6431668343005
0.0,117.129438414702,26.6431668343005
0.0,117.343740188865,26.6431668343005
1.0,119.272456156333,26.6431668343005
56.0,-111.959158165696,26.4287373475187
100.0,-111.744856391533,26.4287373475187
0.0,90.3417166443093,26.4287373475187
0.0,90.5560184184725,26.4287373475187
0.0,90.7703201926356,26.4287373475187
