ISRICSOILGRIDS_new_average_soilorganiccarboncontent_reduced,x,y
11.0,-110.673347520717,36.2924937394829
16.0,-111.959158165696,36.0780642527011
13.0,-110.030442198228,35.4347757923556
11.0,-113.244968810675,34.3626283584465
23.0,-107.45882090827,33.9337693848828
19.0,-107.673122682433,33.719339898101
24.0,-107.45882090827,33.719339898101
10.0,-106.815915585781,33.2904809245373
17.0,-106.601613811618,33.2904809245373
18.0,-106.601613811618,32.8616219509736
88.0,131.059053735306,32.6471924641918
102.0,131.273355509469,32.6471924641918
62.0,131.487657283632,32.6471924641918
56.0,131.701959057796,32.6471924641918
11.0,-107.887424456597,32.43276297741
65.0,130.63045018698,32.43276297741
53.0,131.487657283632,32.43276297741
8.0,-113.030667036512,32.2183334906281
7.0,-111.744856391533,32.2183334906281
65.0,130.201846638654,32.2183334906281
53.0,130.416148412817,32.2183334906281
65.0,130.63045018698,32.2183334906281
41.0,130.844751961143,32.2183334906281
85.0,131.059053735306,32.2183334906281
75.0,131.273355509469,32.2183334906281
57.0,131.487657283632,32.2183334906281
5.0,-113.030667036512,32.0039040038463
8.0,-108.530329779086,32.0039040038463
59.0,130.416148412817,32.0039040038463
63.0,130.844751961143,32.0039040038463
76.0,131.487657283632,32.0039040038463
5.0,-114.102175907328,31.7894745170645
6.0,-113.030667036512,31.7894745170645
31.0,130.416148412817,31.7894745170645
41.0,131.059053735306,31.7894745170645
59.0,130.63045018698,31.5750450302826
51.0,130.844751961143,31.5750450302826
-9999.0,130.63045018698,31.3606155435008
6.0,-105.530104940802,31.146186056719
1.0,-112.816365262349,30.9317565699371
17.0,-105.744406714965,30.9317565699371
7.0,-105.530104940802,30.9317565699371
4.0,-105.315803166639,30.9317565699371
8.0,-104.887199618313,30.9317565699371
22.0,-101.886974780029,30.9317565699371
39.0,108.343065674013,30.9317565699371
31.0,109.200272770666,30.9317565699371
30.0,109.414574544829,30.9317565699371
8.0,-114.95938300398,30.7173270831553
4.0,-112.602063488186,30.7173270831553
16.0,-105.101501392476,30.7173270831553
7.0,-104.887199618313,30.7173270831553
31.0,107.914462125687,30.7173270831553
26.0,108.12876389985,30.7173270831553
32.0,108.557367448176,30.7173270831553
31.0,109.200272770666,30.7173270831553
28.0,-101.672673005865,30.5028975963735
28.0,108.557367448176,30.5028975963735
33.0,108.771669222339,30.5028975963735
57.0,110.700385189808,30.5028975963735
3.0,-111.959158165696,30.2884681095916
6.0,-111.744856391533,30.2884681095916
26.0,-101.244069457539,30.2884681095916
38.0,103.199823094098,30.2884681095916
26.0,107.700160351524,30.2884681095916
76.0,110.700385189808,30.2884681095916
14.0,-102.958483650844,30.0740386228098
28.0,-102.744181876681,30.0740386228098
19.0,-102.529880102518,30.0740386228098
57.0,102.985521319935,30.0740386228098
32.0,103.199823094098,30.0740386228098
7.0,-104.244294295823,29.859609136028
11.0,-102.958483650844,29.859609136028
14.0,-102.744181876681,29.859609136028
30.0,108.557367448176,29.859609136028
40.0,110.057479867318,29.859609136028
35.0,110.486083415645,29.859609136028
46.0,110.700385189808,29.859609136028
24.0,110.914686963971,29.859609136028
30.0,111.128988738134,29.859609136028
29.0,111.343290512297,29.859609136028
0.0,-104.244294295823,29.6451796492461
0.0,-104.02999252166,29.6451796492461
12.0,-102.958483650844,29.6451796492461
23.0,-102.529880102518,29.6451796492461
106.0,-81.7426080086933,29.6451796492461
36.0,103.414124868261,29.6451796492461
29.0,109.200272770666,29.6451796492461
34.0,109.628876318992,29.6451796492461
38.0,109.843178093155,29.6451796492461
26.0,111.343290512297,29.6451796492461
4.0,-111.316252843207,29.4307501624643
11.0,-104.244294295823,29.4307501624643
34.0,-102.958483650844,29.4307501624643
14.0,-102.315578328355,29.4307501624643
27.0,109.843178093155,29.4307501624643
25.0,110.271781641481,29.4307501624643
28.0,114.129213576418,29.4307501624643
0.0,-111.316252843207,29.2163206756825
13.0,-103.601388973334,29.2163206756825
0.0,-103.387087199171,29.2163206756825
10.0,-102.958483650844,29.2163206756825
31.0,-102.101276554192,29.2163206756825
71.0,-81.7426080086933,29.2163206756825
29.0,109.414574544829,29.2163206756825
35.0,109.628876318992,29.2163206756825
25.0,113.700610028092,29.2163206756825
27.0,114.343515350581,29.2163206756825
31.0,114.986420673071,29.2163206756825
10.0,-103.387087199171,29.0018911889007
2.0,-103.172785425007,29.0018911889007
2.0,-102.958483650844,29.0018911889007
1.0,-102.744181876681,29.0018911889007
25.0,-102.529880102518,29.0018911889007
21.0,-102.315578328355,29.0018911889007
49.0,108.771669222339,29.0018911889007
32.0,111.128988738134,29.0018911889007
27.0,113.914911802255,29.0018911889007
29.0,115.200722447234,29.0018911889007
2.0,-113.244968810675,28.7874617021188
0.0,-103.601388973334,28.7874617021188
5.0,-103.387087199171,28.7874617021188
3.0,-102.958483650844,28.7874617021188
12.0,-102.744181876681,28.7874617021188
12.0,-102.529880102518,28.7874617021188
13.0,-102.315578328355,28.7874617021188
27.0,-101.886974780029,28.7874617021188
33.0,-101.672673005865,28.7874617021188
34.0,108.12876389985,28.7874617021188
1.0,-113.459270584838,28.573032215337
0.0,-113.244968810675,28.573032215337
10.0,-103.387087199171,28.573032215337
10.0,-102.744181876681,28.573032215337
23.0,-102.101276554192,28.573032215337
27.0,107.914462125687,28.573032215337
38.0,108.771669222339,28.573032215337
40.0,111.771894060623,28.573032215337
37.0,113.486308253929,28.573032215337
42.0,113.914911802255,28.573032215337
1.0,-113.459270584838,28.3586027285552
33.0,107.914462125687,28.3586027285552
26.0,110.486083415645,28.3586027285552
9.0,-103.387087199171,28.1441732417733
40.0,107.700160351524,28.1441732417733
25.0,108.557367448176,28.1441732417733
25.0,109.628876318992,28.1441732417733
28.0,117.343740188865,28.1441732417733
24.0,-107.887424456597,27.9297437549915
24.0,-102.744181876681,27.9297437549915
46.0,108.771669222339,27.9297437549915
36.0,108.985970996503,27.9297437549915
29.0,109.200272770666,27.9297437549915
29.0,109.414574544829,27.9297437549915
34.0,109.628876318992,27.9297437549915
24.0,111.771894060623,27.9297437549915
21.0,-107.887424456597,27.7153142682097
57.0,-82.1712115570196,27.7153142682097
30.0,109.200272770666,27.7153142682097
29.0,109.628876318992,27.7153142682097
27.0,109.843178093155,27.7153142682097
30.0,110.486083415645,27.7153142682097
26.0,115.843627769723,27.7153142682097
34.0,117.343740188865,27.7153142682097
30.0,108.771669222339,27.5008847814278
29.0,111.128988738134,27.5008847814278
45.0,111.771894060623,27.5008847814278
20.0,112.20049760895,27.5008847814278
26.0,114.129213576418,27.5008847814278
36.0,116.272231318049,27.5008847814278
35.0,117.343740188865,27.5008847814278
29.0,107.914462125687,27.286455294646
25.0,108.985970996503,27.286455294646
32.0,110.486083415645,27.286455294646
21.0,111.343290512297,27.286455294646
46.0,113.057704705602,27.286455294646
30.0,113.272006479765,27.286455294646
30.0,115.843627769723,27.286455294646
32.0,107.485858577361,27.0720258078642
31.0,107.914462125687,27.0720258078642
27.0,108.771669222339,27.0720258078642
30.0,109.200272770666,27.0720258078642
35.0,110.271781641481,27.0720258078642
32.0,112.629101157276,27.0720258078642
20.0,113.914911802255,27.0720258078642
34.0,117.129438414702,27.0720258078642
30.0,117.343740188865,27.0720258078642
28.0,117.772343737191,27.0720258078642
33.0,117.986645511355,27.0720258078642
39.0,119.05815438217,27.0720258078642
44.0,119.272456156333,27.0720258078642
57.0,90.9846219667987,26.8575963210823
64.0,91.1989237409619,26.8575963210823
43.0,91.413225515125,26.8575963210823
45.0,91.6275272892882,26.8575963210823
40.0,92.0561308376144,26.8575963210823
31.0,109.200272770666,26.8575963210823
30.0,109.843178093155,26.8575963210823
35.0,115.415024221397,26.8575963210823
34.0,115.62932599556,26.8575963210823
30.0,116.486533092213,26.8575963210823
27.0,117.986645511355,26.8575963210823
30.0,118.415249059681,26.8575963210823
14.0,-112.173459939859,26.6431668343005
0.0,-111.959158165696,26.6431668343005
43.0,90.5560184184725,26.6431668343005
64.0,90.7703201926356,26.6431668343005
43.0,90.9846219667987,26.6431668343005
38.0,91.1989237409619,26.6431668343005
36.0,91.413225515125,26.6431668343005
40.0,91.6275272892882,26.6431668343005
40.0,108.343065674013,26.6431668343005
27.0,109.628876318992,26.6431668343005
21.0,116.057929543886,26.6431668343005
31.0,116.272231318049,26.6431668343005
30.0,116.700834866376,26.6431668343005
32.0,117.129438414702,26.6431668343005
31.0,117.343740188865,26.6431668343005
30.0,119.272456156333,26.6431668343005
0.0,-111.959158165696,26.4287373475187
0.0,-111.744856391533,26.4287373475187
49.0,90.3417166443093,26.4287373475187
32.0,90.5560184184725,26.4287373475187
46.0,90.7703201926356,26.4287373475187
53.0,92.6990361601039,26.4287373475187
32.0,108.12876389985,26.4287373475187
35.0,108.985970996503,26.4287373475187
32.0,109.414574544829,26.4287373475187
31.0,109.628876318992,26.4287373475187
28.0,109.843178093155,26.4287373475187
36.0,110.914686963971,26.4287373475187
32.0,113.700610028092,26.4287373475187
25.0,114.557817124744,26.4287373475187
35.0,114.986420673071,26.4287373475187
33.0,115.200722447234,26.4287373475187
20.0,115.843627769723,26.4287373475187
39.0,117.343740188865,26.4287373475187
39.0,118.415249059681,26.4287373475187
52.0,118.843852608007,26.4287373475187
1.0,-112.173459939859,26.2143078607368
5.0,-111.53055461737,26.2143078607368
-9999.0,-111.316252843207,26.2143078607368
