"x","y","value"
-80.0281938153882,39.2945065544286,0.970000028610229
-81.314004460367,38.0079296337376,0.95959597826004
-117.959607842264,37.7935001469558,0.95899498462677
-117.745306068101,37.7935001469558,0.976742684841156
-117.316702519775,37.7935001469558,0.97421783208847
-118.602513164754,37.5790706601739,0.96665632724762
-118.38821139059,37.5790706601739,0.964285731315613
-117.316702519775,37.5790706601739,0.976471483707428
-117.102400745612,37.5790706601739,0.96611750125885
-116.888098971449,37.5790706601739,0.956836938858032
-118.602513164754,37.3646411733921,0.975903630256653
-117.531004293938,37.3646411733921,0.953488349914551
-116.888098971449,37.3646411733921,0.974046409130096
-115.816590100633,37.3646411733921,0.961107969284058
-115.387986552307,37.3646411733921,0.962962985038757
-117.531004293938,37.1502116866103,0.987413763999939
-116.888098971449,37.1502116866103,0.975903630256653
-116.673797197285,37.1502116866103,0.974028587341309
-116.030891874796,37.1502116866103,0.970053315162659
-115.816590100633,37.1502116866103,0.976141214370728
-115.60228832647,37.1502116866103,0.976554691791534
-120.745530906385,36.9357821998284,0.976744174957275
-119.245418487243,36.9357821998284,0.964285731315613
-118.38821139059,36.9357821998284,0.952941179275513
-117.959607842264,36.9357821998284,0.959693551063538
-117.102400745612,36.9357821998284,0.952380955219269
-116.459495423122,36.9357821998284,0.976470589637756
-115.816590100633,36.9357821998284,0.95750367641449
-115.60228832647,36.9357821998284,0.954545438289642
-114.95938300398,36.9357821998284,0.965991139411926
-114.530779455654,36.9357821998284,0.954545438289642
-114.102175907328,36.9357821998284,0.972068428993225
-111.744856391533,36.9357821998284,0.977936029434204
-111.53055461737,36.9357821998284,0.978243768215179
-111.101951069044,36.9357821998284,0.95959597826004
-110.673347520717,36.9357821998284,0.959183692932129
-110.244743972391,36.9357821998284,0.975903630256653
-120.959832680548,36.7213527130466,0.976470589637756
-120.531229132222,36.7213527130466,0.976544439792633
-120.316927358059,36.7213527130466,0.956831753253937
-120.102625583896,36.7213527130466,0.961684942245483
-118.816814938917,36.7213527130466,0.988235294818878
