"x","y","cluster"
-8738167.005,4979815.605,4
-8717287.275,4979815.605,4
-8696407.545,4979815.605,4
-8675527.815,4979815.605,4
-8654648.085,4979815.605,4
-8633768.355,4979815.605,4
-8612888.625,4979815.605,4
-8592008.895,4979815.605,4
-8571129.165,4979815.605,4
-8550249.435,4979815.605,4
-8529369.705,4979815.605,4
-8508489.975,4979815.605,4
-8487610.245,4979815.605,4
-8466730.515,4979815.605,4
-8445850.785,4979815.605,4
-8424971.055,4979815.605,4
-8404091.325,4979815.605,4
-8383211.595,4979815.605,4
-8362331.865,4979815.605,4
-8299692.675,4979815.605,4
-8278812.945,4979815.605,4
-8257933.215,4979815.605,4
-8237053.485,4979815.605,4
-8216173.755,4979815.605,4
-8195294.025,4979815.605,4
-8174414.295,4979815.605,4
-8153534.565,4979815.605,4
-8132654.835,4979815.605,4
-8111775.105,4979815.605,4
-8090895.375,4979815.605,4
-8070015.645,4979815.605,4
-8049135.915,4979815.605,4
-8028256.185,4979815.605,4
-7986496.725,4979815.605,4
-7965616.995,4979815.605,4
-7944737.265,4979815.605,4
-7923857.535,4979815.605,4
-7902977.805,4979815.605,4
-7882098.075,4979815.605,4
-7861218.345,4979815.605,4
-7840338.615,4979815.605,4
-7819458.885,4979815.605,4
-7798579.155,4979815.605,4
-7777699.425,4979815.605,4
-7756819.695,4979815.605,4
-7735939.965,4979815.605,4
-7715060.235,4979815.605,4
-7694180.505,4979815.605,4
-7673300.775,4979815.605,4
-7652421.045,4979815.605,4
-7631541.315,4979815.605,4
-7506262.935,4979815.605,4
-7485383.205,4979815.605,4
-7464503.475,4979815.605,4
-7255706.175,4979815.605,4
-7234826.445,4979815.605,4
-6336998.055,4979815.605,4
-6316118.325,4979815.605,4
-6295238.595,4979815.605,4
-6253479.135,4979815.605,4
-6232599.405,4979815.605,4
-6211719.675,4979815.605,4
-6190839.945,4979815.605,4
-6169960.215,4979815.605,4
657711.495000001,4979815.605,6
-8759046.735,4958935.875,4
-8738167.005,4958935.875,4
-8717287.275,4958935.875,4
-8696407.545,4958935.875,4
-8675527.815,4958935.875,4
-8654648.085,4958935.875,4
-8633768.355,4958935.875,4
-8612888.625,4958935.875,4
-8592008.895,4958935.875,4
-8571129.165,4958935.875,4
-8550249.435,4958935.875,4
-8529369.705,4958935.875,4
-8508489.975,4958935.875,4
-8487610.245,4958935.875,4
-8466730.515,4958935.875,4
-8445850.785,4958935.875,4
-8424971.055,4958935.875,4
-8404091.325,4958935.875,4
-8383211.595,4958935.875,4
-8362331.865,4958935.875,4
-8320572.405,4958935.875,4
-8299692.675,4958935.875,4
-8278812.945,4958935.875,4
-8257933.215,4958935.875,4
-8237053.485,4958935.875,4
-8216173.755,4958935.875,4
-8195294.025,4958935.875,4
-8174414.295,4958935.875,4
-8153534.565,4958935.875,4
-8132654.835,4958935.875,4
-8111775.105,4958935.875,4
-8090895.375,4958935.875,4
-8070015.645,4958935.875,4
-8049135.915,4958935.875,4
-8028256.185,4958935.875,4
-8007376.455,4958935.875,4
-7986496.725,4958935.875,4
-7965616.995,4958935.875,4
-7944737.265,4958935.875,4
-7923857.535,4958935.875,4
-7902977.805,4958935.875,4
-7882098.075,4958935.875,4
-7861218.345,4958935.875,4
-7840338.615,4958935.875,4
-7819458.885,4958935.875,4
-7798579.155,4958935.875,4
-7777699.425,4958935.875,4
-7756819.695,4958935.875,4
-7735939.965,4958935.875,4
-7715060.235,4958935.875,4
-7652421.045,4958935.875,4
-7548022.395,4958935.875,4
-7527142.665,4958935.875,4
-7506262.935,4958935.875,4
-7380984.555,4958935.875,4
-7360104.825,4958935.875,4
-7339225.095,4958935.875,4
-7318345.365,4958935.875,4
-7276585.905,4958935.875,4
-7255706.175,4958935.875,4
-7234826.445,4958935.875,4
-6316118.325,4958935.875,4
-6232599.405,4958935.875,4
-6211719.675,4958935.875,4
-6190839.945,4958935.875,4
-8759046.735,4938056.145,4
-8738167.005,4938056.145,4
-8717287.275,4938056.145,4
-8696407.545,4938056.145,4
-8675527.815,4938056.145,4
-8654648.085,4938056.145,4
-8633768.355,4938056.145,4
-8612888.625,4938056.145,4
-8592008.895,4938056.145,4
-8571129.165,4938056.145,4
-8550249.435,4938056.145,4
-8529369.705,4938056.145,4
-8508489.975,4938056.145,4
-8487610.245,4938056.145,4
-8466730.515,4938056.145,4
-8445850.785,4938056.145,4
-8424971.055,4938056.145,4
-8404091.325,4938056.145,4
-8383211.595,4938056.145,4
-8362331.865,4938056.145,4
-8341452.135,4938056.145,4
-8320572.405,4938056.145,4
-8299692.675,4938056.145,4
-8278812.945,4938056.145,4
-8257933.215,4938056.145,4
-8237053.485,4938056.145,4
-8216173.755,4938056.145,4
-8195294.025,4938056.145,4
-8174414.295,4938056.145,4
-8153534.565,4938056.145,4
-8132654.835,4938056.145,4
-8111775.105,4938056.145,4
-8090895.375,4938056.145,4
-8070015.645,4938056.145,4
-8049135.915,4938056.145,4
-8028256.185,4938056.145,4
-8007376.455,4938056.145,4
-7986496.725,4938056.145,4
-7965616.995,4938056.145,4
-7944737.265,4938056.145,4
-7923857.535,4938056.145,4
-7861218.345,4938056.145,4
-7840338.615,4938056.145,4
-7819458.885,4938056.145,4
-7798579.155,4938056.145,4
-7777699.425,4938056.145,4
-7756819.695,4938056.145,4
-7735939.965,4938056.145,4
-7715060.235,4938056.145,4
-7568902.125,4938056.145,4
-7548022.395,4938056.145,4
-7527142.665,4938056.145,4
-7506262.935,4938056.145,4
-7485383.205,4938056.145,4
-7464503.475,4938056.145,4
-7443623.745,4938056.145,4
-7422744.015,4938056.145,4
-7401864.285,4938056.145,4
-7380984.555,4938056.145,4
-7360104.825,4938056.145,4
-7339225.095,4938056.145,4
-7276585.905,4938056.145,4
-7255706.175,4938056.145,4
-7234826.445,4938056.145,4
-7213946.715,4938056.145,4
-6399637.245,4938056.145,4
-6253479.135,4938056.145,4
-6232599.405,4938056.145,4
-6211719.675,4938056.145,4
-6190839.945,4938056.145,4
-8779926.465,4917176.415,4
-8759046.735,4917176.415,4
-8738167.005,4917176.415,4
-8717287.275,4917176.415,4
-8696407.545,4917176.415,4
-8675527.815,4917176.415,4
-8654648.085,4917176.415,4
-8633768.355,4917176.415,4
-8612888.625,4917176.415,4
-8592008.895,4917176.415,4
-8571129.165,4917176.415,4
-8550249.435,4917176.415,4
-8529369.705,4917176.415,4
-8508489.975,4917176.415,4
-8487610.245,4917176.415,4
-8466730.515,4917176.415,4
-8445850.785,4917176.415,4
-8424971.055,4917176.415,4
-8404091.325,4917176.415,4
-8383211.595,4917176.415,4
-8362331.865,4917176.415,4
-8299692.675,4917176.415,4
-8278812.945,4917176.415,4
-8257933.215,4917176.415,4
-8237053.485,4917176.415,4
-8216173.755,4917176.415,4
-8195294.025,4917176.415,4
-8174414.295,4917176.415,4
-8153534.565,4917176.415,4
-8132654.835,4917176.415,4
-8111775.105,4917176.415,4
-8090895.375,4917176.415,4
-8070015.645,4917176.415,4
-8049135.915,4917176.415,4
-8028256.185,4917176.415,4
-8007376.455,4917176.415,4
-7986496.725,4917176.415,4
-7965616.995,4917176.415,4
-7944737.265,4917176.415,4
-7923857.535,4917176.415,4
-7882098.075,4917176.415,4
-7861218.345,4917176.415,4
-7840338.615,4917176.415,4
-7819458.885,4917176.415,4
-7798579.155,4917176.415,4
-7777699.425,4917176.415,4
-7756819.695,4917176.415,4
-7735939.965,4917176.415,4
-7610661.585,4917176.415,4
-7589781.855,4917176.415,4
-7568902.125,4917176.415,4
-7548022.395,4917176.415,4
-7527142.665,4917176.415,4
-7506262.935,4917176.415,4
-7485383.205,4917176.415,4
