"x","y","cluster"
10345906.215,1806096.645,9
10366785.945,1806096.645,9
10387665.675,1806096.645,9
10408545.405,1806096.645,9
10429425.135,1806096.645,9
10450304.865,1806096.645,9
10471184.595,1806096.645,9
10492064.325,1806096.645,9
10512944.055,1806096.645,9
10533823.785,1806096.645,9
10554703.515,1806096.645,9
10575583.245,1806096.645,9
10596462.975,1806096.645,9
10617342.705,1806096.645,9
10638222.435,1806096.645,9
10659102.165,1806096.645,9
11744848.125,1806096.645,9
11765727.855,1806096.645,9
11786607.585,1806096.645,9
11807487.315,1806096.645,9
11828367.045,1806096.645,9
11849246.775,1806096.645,9
11870126.505,1806096.645,9
11891006.235,1806096.645,9
-9114002.145,1785216.915,3
-9093122.415,1785216.915,3
-9072242.685,1785216.915,3
-9051362.955,1785216.915,3
-9030483.225,1785216.915,3
-9009603.495,1785216.915,3
-8988723.765,1785216.915,3
-8967844.035,1785216.915,3
-8946964.305,1785216.915,3
-8926084.575,1785216.915,3
-8905204.845,1785216.915,3
-8884325.115,1785216.915,3
-8863445.385,1785216.915,3
-8842565.655,1785216.915,3
-8821685.925,1785216.915,3
-8800806.195,1785216.915,3
-8779926.465,1785216.915,3
-8759046.735,1785216.915,3
-8738167.005,1785216.915,3
-8717287.275,1785216.915,3
-8696407.545,1785216.915,3
-8675527.815,1785216.915,3
-8654648.085,1785216.915,3
-8633768.355,1785216.915,3
-8612888.625,1785216.915,3
-8592008.895,1785216.915,3
-8571129.165,1785216.915,3
-8550249.435,1785216.915,3
-8529369.705,1785216.915,3
-8508489.975,1785216.915,3
-8487610.245,1785216.915,3
-8466730.515,1785216.915,3
-8445850.785,1785216.915,3
-8424971.055,1785216.915,3
-8404091.325,1785216.915,3
-8383211.595,1785216.915,3
-8362331.865,1785216.915,3
-8341452.135,1785216.915,3
-8320572.405,1785216.915,3
-8299692.675,1785216.915,3
-8278812.945,1785216.915,8
-1785216.915,1785216.915,2
-1764337.185,1785216.915,2
-1743457.455,1785216.915,2
-1722577.725,1785216.915,2
-1701697.995,1785216.915,2
-1680818.265,1785216.915,2
-1659938.535,1785216.915,2
-1639058.805,1785216.915,2
-1618179.075,1785216.915,2
-1597299.345,1785216.915,2
-1576419.615,1785216.915,2
-1555539.885,1785216.915,2
-1534660.155,1785216.915,2
-1513780.425,1785216.915,2
-1492900.695,1785216.915,2
-1472020.965,1785216.915,2
-1451141.235,1785216.915,2
-1430261.505,1785216.915,2
-1409381.775,1785216.915,2
-1388502.045,1785216.915,2
-1367622.315,1785216.915,2
-1346742.585,1785216.915,2
-1325862.855,1785216.915,2
-1304983.125,1785216.915,2
-1284103.395,1785216.915,2
-1263223.665,1785216.915,2
-1242343.935,1785216.915,2
-1221464.205,1785216.915,2
-1200584.475,1785216.915,2
-1179704.745,1785216.915,2
-1158825.015,1785216.915,2
-1137945.285,1785216.915,2
-1117065.555,1785216.915,2
-1096185.825,1785216.915,2
-1075306.095,1785216.915,2
-1054426.365,1785216.915,2
-1033546.635,1785216.915,2
-1012666.905,1785216.915,2
-991787.175000001,1785216.915,2
-970907.445,1785216.915,2
-950027.715,1785216.915,2
-929147.985000001,1785216.915,2
-908268.255000001,1785216.915,2
-887388.525,1785216.915,2
-866508.795,1785216.915,2
-845629.065000001,1785216.915,2
-824749.335000001,1785216.915,2
-803869.605,1785216.915,2
-782989.875,1785216.915,2
-762110.145000001,1785216.915,2
-741230.415000001,1785216.915,2
-720350.685000001,1785216.915,2
-699470.955,1785216.915,2
-678591.225,1785216.915,2
-657711.495000001,1785216.915,2
-636831.765000001,1785216.915,2
-615952.035,1785216.915,2
-595072.305,1785216.915,2
-574192.575000001,1785216.915,2
-553312.845000001,1785216.915,2
-532433.115,1785216.915,2
-511553.385,1785216.915,2
-490673.655000001,1785216.915,2
-469793.925000001,1785216.915,2
-448914.195,1785216.915,2
-428034.465,1785216.915,2
-407154.735000001,1785216.915,2
-386275.005000001,1785216.915,2
-365395.275,1785216.915,2
-344515.545,1785216.915,2
-323635.815000001,1785216.915,2
-302756.085000001,1785216.915,2
-281876.355,1785216.915,2
-260996.625,1785216.915,2
-240116.895,1785216.915,2
-219237.164999999,1785216.915,2
-198357.435000002,1785216.915,2
-177477.705000002,1785216.915,2
-156597.975000001,1785216.915,2
-135718.245000001,1785216.915,2
-114838.515000001,1785216.915,2
-93958.7850000001,1785216.915,2
-73079.0549999997,1785216.915,2
-52199.3249999993,1785216.915,2
-31319.5949999988,1785216.915,2
-10439.8650000021,1785216.915,2
10439.8649999984,1785216.915,2
31319.5949999988,1785216.915,2
52199.3249999993,1785216.915,2
73079.0549999997,1785216.915,2
93958.7850000001,1785216.915,2
114838.515000001,1785216.915,2
135718.245000001,1785216.915,2
156597.974999998,1785216.915,2
177477.704999998,1785216.915,2
198357.434999999,1785216.915,2
219237.164999999,1785216.915,2
240116.895,1785216.915,2
260996.625,1785216.915,2
281876.355,1785216.915,2
302756.085000001,1785216.915,2
323635.814999998,1785216.915,2
344515.544999998,1785216.915,2
365395.274999999,1785216.915,2
386275.004999999,1785216.915,2
407154.734999999,1785216.915,2
428034.465,1785216.915,2
448914.195,1785216.915,2
469793.925000001,1785216.915,2
490673.654999997,1785216.915,2
511553.384999998,1785216.915,2
532433.114999998,1785216.915,2
553312.844999999,1785216.915,2
574192.574999999,1785216.915,2
595072.305,1785216.915,2
615952.035,1785216.915,2
636831.765000001,1785216.915,2
657711.495000001,1785216.915,2
678591.224999998,1785216.915,2
699470.954999998,1785216.915,2
720350.684999999,1785216.915,2
741230.414999999,1785216.915,2
762110.145,1785216.915,2
782989.875,1785216.915,2
803869.605,1785216.915,2
824749.335000001,1785216.915,2
845629.064999998,1785216.915,2
866508.794999998,1785216.915,2
887388.524999999,1785216.915,2
908268.254999999,1785216.915,2
929147.984999999,1785216.915,2
950027.715,1785216.915,2
970907.445,1785216.915,2
991787.175000001,1785216.915,2
1012666.905,1785216.915,2
1033546.635,1785216.915,2
1054426.365,1785216.915,2
1075306.095,1785216.915,2
1096185.825,1785216.915,2
1117065.555,1785216.915,2
1137945.285,1785216.915,2
1158825.015,1785216.915,2
1179704.745,1785216.915,2
1200584.475,1785216.915,2
1221464.205,1785216.915,2
1242343.935,1785216.915,2
1263223.665,1785216.915,2
1284103.395,1785216.915,2
1304983.125,1785216.915,2
1325862.855,1785216.915,2
1346742.585,1785216.915,2
1367622.315,1785216.915,2
1388502.045,1785216.915,2
1409381.775,1785216.915,2
1430261.505,1785216.915,2
1451141.235,1785216.915,2
1472020.965,1785216.915,2
1492900.695,1785216.915,2
1513780.425,1785216.915,2
1534660.155,1785216.915,2
1555539.885,1785216.915,2
1576419.615,1785216.915,2
1597299.345,1785216.915,2
1618179.075,1785216.915,2
1639058.805,1785216.915,2
1659938.535,1785216.915,2
1680818.265,1785216.915,2
1701697.995,1785216.915,2
1722577.725,1785216.915,2
1743457.455,1785216.915,2
1764337.185,1785216.915,2
1785216.915,1785216.915,2
1806096.645,1785216.915,2
1826976.375,1785216.915,2
1847856.105,1785216.915,2
1868735.835,1785216.915,2
1889615.565,1785216.915,2
1910495.295,1785216.915,2
1931375.025,1785216.915,2
1952254.755,1785216.915,2
1973134.485,1785216.915,2
1994014.215,1785216.915,2
2014893.945,1785216.915,2
2035773.675,1785216.915,2
2056653.405,1785216.915,2
2077533.135,1785216.915,2
2098412.865,1785216.915,2
2119292.595,1785216.915,2
2140172.325,1785216.915,2
2161052.055,1785216.915,2
2181931.785,1785216.915,2
2202811.515,1785216.915,2
2223691.245,1785216.915,2
2244570.975,1785216.915,2
2265450.705,1785216.915,2
2286330.435,1785216.915,2
2307210.165,1785216.915,2
2328089.895,1785216.915,2
2348969.625,1785216.915,2
2369849.355,1785216.915,2
2390729.085,1785216.915,2
2411608.815,1785216.915,2
2432488.545,1785216.915,2
2453368.275,1785216.915,2
2474248.005,1785216.915,2
2495127.735,1785216.915,2
2516007.465,1785216.915,2
2536887.195,1785216.915,2
2557766.925,1785216.915,2
2578646.655,1785216.915,2
2599526.385,1785216.915,2
2620406.115,1785216.915,2
2641285.845,1785216.915,2
2662165.575,1785216.915,2
2683045.305,1785216.915,2
2703925.035,1785216.915,2
2724804.765,1785216.915,2
2745684.495,1785216.915,2
2766564.225,1785216.915,2
2787443.955,1785216.915,2
2808323.685,1785216.915,2
2829203.415,1785216.915,2
2850083.145,1785216.915,2
2870962.875,1785216.915,2
2891842.605,1785216.915,2
2912722.335,1785216.915,2
2933602.065,1785216.915,2
2954481.795,1785216.915,2
2975361.525,1785216.915,2
2996241.255,1785216.915,2
3017120.985,1785216.915,2
3038000.715,1785216.915,2
3058880.445,1785216.915,2
3079760.175,1785216.915,2
3100639.905,1785216.915,2
3121519.635,1785216.915,2
3142399.365,1785216.915,2
3163279.095,1785216.915,2
3184158.825,1785216.915,2
3205038.555,1785216.915,2
3225918.285,1785216.915,2
3246798.015,1785216.915,2
3267677.745,1785216.915,2
3288557.475,1785216.915,2
3309437.205,1785216.915,2
3330316.935,1785216.915,2
3351196.665,1785216.915,2
3372076.395,1785216.915,2
3392956.125,1785216.915,2
3413835.855,1785216.915,2
3434715.585,1785216.915,2
3455595.315,1785216.915,2
3476475.045,1785216.915,2
3497354.775,1785216.915,2
3518234.505,1785216.915,2
3539114.235,1785216.915,2
3559993.965,1785216.915,2
3580873.695,1785216.915,2
3601753.425,1785216.915,2
3622633.155,1785216.915,2
3643512.885,1785216.915,2
3664392.615,1785216.915,2
3685272.345,1785216.915,2
3706152.075,1785216.915,2
3727031.805,1785216.915,2
3747911.535,1785216.915,2
3768791.265,1785216.915,2
3789670.995,1785216.915,2
3810550.725,1785216.915,2
3831430.455,1785216.915,2
3852310.185,1785216.915,2
3873189.915,1785216.915,2
3894069.645,1785216.915,2
3914949.375,1785216.915,2
3935829.105,1785216.915,2
4144626.405,1785216.915,2
4165506.135,1785216.915,2
4207265.595,1785216.915,2
4228145.325,1785216.915,2
4249025.055,1785216.915,2
4269904.785,1785216.915,2
4290784.515,1785216.915,2
4311664.245,1785216.915,2
4332543.975,1785216.915,2
4353423.705,1785216.915,2
4374303.435,1785216.915,2
4395183.165,1785216.915,2
4416062.895,1785216.915,2
4436942.625,1785216.915,2
4457822.355,1785216.915,2
4478702.085,1785216.915,2
4499581.815,1785216.915,2
4520461.545,1785216.915,2
4541341.275,1785216.915,2
4562221.005,1785216.915,2
4583100.735,1785216.915,2
4603980.465,1785216.915,2
4624860.195,1785216.915,2
4645739.925,1785216.915,2
4666619.655,1785216.915,2
4687499.385,1785216.915,2
4708379.115,1785216.915,2
4729258.845,1785216.915,2
7213946.715,1785216.915,9
7234826.445,1785216.915,9
7255706.175,1785216.915,9
7276585.905,1785216.915,9
7297465.635,1785216.915,9
7318345.365,1785216.915,9
7339225.095,1785216.915,9
7360104.825,1785216.915,9
7380984.555,1785216.915,9
7401864.285,1785216.915,9
7422744.015,1785216.915,9
7443623.745,1785216.915,9
7464503.475,1785216.915,9
7485383.205,1785216.915,9
7506262.935,1785216.915,9
7527142.665,1785216.915,9
7548022.395,1785216.915,9
7568902.125,1785216.915,9
7589781.855,1785216.915,9
7610661.585,1785216.915,9
7631541.315,1785216.915,9
7652421.045,1785216.915,9
7673300.775,1785216.915,9
7694180.505,1785216.915,9
7715060.235,1785216.915,9
7735939.965,1785216.915,9
9489837.285,1785216.915,9
9510717.015,1785216.915,9
9531596.745,1785216.915,9
9552476.475,1785216.915,9
9573356.205,1785216.915,9
9594235.935,1785216.915,9
9615115.665,1785216.915,9
9635995.395,1785216.915,9
9656875.125,1785216.915,9
9677754.855,1785216.915,9
9698634.585,1785216.915,9
9719514.315,1785216.915,9
9740394.045,1785216.915,9
9761273.775,1785216.915,9
9782153.505,1785216.915,9
9803033.235,1785216.915,9
9823912.965,1785216.915,9
9844792.695,1785216.915,9
9865672.425,1785216.915,9
9886552.155,1785216.915,9
9907431.885,1785216.915,9
9928311.615,1785216.915,9
9949191.345,1785216.915,9
9970071.075,1785216.915,9
9990950.805,1785216.915,9
10011830.535,1785216.915,9
10032710.265,1785216.915,9
10053589.995,1785216.915,9
10074469.725,1785216.915,9
10095349.455,1785216.915,9
10116229.185,1785216.915,9
10137108.915,1785216.915,9
10157988.645,1785216.915,9
10178868.375,1785216.915,9
10199748.105,1785216.915,9
10220627.835,1785216.915,9
10241507.565,1785216.915,9
10262387.295,1785216.915,9
10283267.025,1785216.915,9
10304146.755,1785216.915,9
10325026.485,1785216.915,9
10345906.215,1785216.915,9
10366785.945,1785216.915,9
10387665.675,1785216.915,9
10408545.405,1785216.915,9
10429425.135,1785216.915,9
10450304.865,1785216.915,9
10471184.595,1785216.915,9
10492064.325,1785216.915,9
10512944.055,1785216.915,9
10533823.785,1785216.915,9
10554703.515,1785216.915,9
10575583.245,1785216.915,9
10596462.975,1785216.915,9
10617342.705,1785216.915,9
10638222.435,1785216.915,9
10659102.165,1785216.915,9
11744848.125,1785216.915,9
11765727.855,1785216.915,9
11786607.585,1785216.915,9
11807487.315,1785216.915,9
11828367.045,1785216.915,9
11849246.775,1785216.915,9
11870126.505,1785216.915,9
11891006.235,1785216.915,9
-9134881.875,1764337.185,3
-9114002.145,1764337.185,3
-9093122.415,1764337.185,3
-9072242.685,1764337.185,3
-9051362.955,1764337.185,3
-9030483.225,1764337.185,3
-9009603.495,1764337.185,3
-8988723.765,1764337.185,3
-8967844.035,1764337.185,3
-8946964.305,1764337.185,3
-8926084.575,1764337.185,3
-8905204.845,1764337.185,3
-8884325.115,1764337.185,3
-8863445.385,1764337.185,3
-8842565.655,1764337.185,3
-8821685.925,1764337.185,3
-8800806.195,1764337.185,3
-8779926.465,1764337.185,3
-8759046.735,1764337.185,3
-8738167.005,1764337.185,3
-8717287.275,1764337.185,3
-8696407.545,1764337.185,3
-8675527.815,1764337.185,3
-8654648.085,1764337.185,3
-8633768.355,1764337.185,3
-8612888.625,1764337.185,3
-8592008.895,1764337.185,3
-8571129.165,1764337.185,3
-8550249.435,1764337.185,3
-8529369.705,1764337.185,3
-8508489.975,1764337.185,3
-8487610.245,1764337.185,3
-8466730.515,1764337.185,3
-8445850.785,1764337.185,3
-8424971.055,1764337.185,3
-8404091.325,1764337.185,3
-8383211.595,1764337.185,3
-8362331.865,1764337.185,3
-8341452.135,1764337.185,3
-8320572.405,1764337.185,3
-8299692.675,1764337.185,3
-8278812.945,1764337.185,8
-1764337.185,1764337.185,2
-1743457.455,1764337.185,2
-1722577.725,1764337.185,2
-1701697.995,1764337.185,2
-1680818.265,1764337.185,2
-1659938.535,1764337.185,2
-1639058.805,1764337.185,2
-1618179.075,1764337.185,2
-1597299.345,1764337.185,2
-1576419.615,1764337.185,2
-1555539.885,1764337.185,2
-1534660.155,1764337.185,2
-1513780.425,1764337.185,2
-1492900.695,1764337.185,2
-1472020.965,1764337.185,2
-1451141.235,1764337.185,2
-1430261.505,1764337.185,2
-1409381.775,1764337.185,2
-1388502.045,1764337.185,2
-1367622.315,1764337.185,2
-1346742.585,1764337.185,2
-1325862.855,1764337.185,2
-1304983.125,1764337.185,2
-1284103.395,1764337.185,2
-1263223.665,1764337.185,2
-1242343.935,1764337.185,2
-1221464.205,1764337.185,2
-1200584.475,1764337.185,2
-1179704.745,1764337.185,2
-1158825.015,1764337.185,2
-1137945.285,1764337.185,2
-1117065.555,1764337.185,2
-1096185.825,1764337.185,2
-1075306.095,1764337.185,2
-1054426.365,1764337.185,2
-1033546.635,1764337.185,2
-1012666.905,1764337.185,2
-991787.175000001,1764337.185,2
-970907.445,1764337.185,2
-950027.715,1764337.185,2
-929147.985000001,1764337.185,2
-908268.255000001,1764337.185,2
-887388.525,1764337.185,2
-866508.795,1764337.185,2
-845629.065000001,1764337.185,2
-824749.335000001,1764337.185,2
-803869.605,1764337.185,2
-782989.875,1764337.185,2
-762110.145000001,1764337.185,2
-741230.415000001,1764337.185,2
-720350.685000001,1764337.185,2
-699470.955,1764337.185,2
-678591.225,1764337.185,2
-657711.495000001,1764337.185,2
-636831.765000001,1764337.185,2
-615952.035,1764337.185,2
-595072.305,1764337.185,2
-574192.575000001,1764337.185,2
-553312.845000001,1764337.185,2
-532433.115,1764337.185,2
-511553.385,1764337.185,2
-490673.655000001,1764337.185,2
-469793.925000001,1764337.185,2
-448914.195,1764337.185,2
-428034.465,1764337.185,2
-407154.735000001,1764337.185,2
-386275.005000001,1764337.185,2
-365395.275,1764337.185,2
-344515.545,1764337.185,2
-323635.815000001,1764337.185,2
-302756.085000001,1764337.185,2
-281876.355,1764337.185,2
-260996.625,1764337.185,2
-240116.895,1764337.185,2
-219237.164999999,1764337.185,2
-198357.435000002,1764337.185,2
-177477.705000002,1764337.185,2
-156597.975000001,1764337.185,2
-135718.245000001,1764337.185,2
-114838.515000001,1764337.185,2
-93958.7850000001,1764337.185,2
-73079.0549999997,1764337.185,2
-52199.3249999993,1764337.185,2
-31319.5949999988,1764337.185,2
-10439.8650000021,1764337.185,2
10439.8649999984,1764337.185,2
31319.5949999988,1764337.185,2
52199.3249999993,1764337.185,2
73079.0549999997,1764337.185,2
93958.7850000001,1764337.185,2
114838.515000001,1764337.185,2
135718.245000001,1764337.185,2
156597.974999998,1764337.185,2
177477.704999998,1764337.185,2
198357.434999999,1764337.185,2
219237.164999999,1764337.185,2
240116.895,1764337.185,2
260996.625,1764337.185,2
281876.355,1764337.185,2
302756.085000001,1764337.185,2
323635.814999998,1764337.185,2
344515.544999998,1764337.185,2
365395.274999999,1764337.185,2
386275.004999999,1764337.185,2
407154.734999999,1764337.185,2
428034.465,1764337.185,2
448914.195,1764337.185,2
469793.925000001,1764337.185,2
490673.654999997,1764337.185,2
511553.384999998,1764337.185,2
532433.114999998,1764337.185,2
553312.844999999,1764337.185,2
574192.574999999,1764337.185,2
595072.305,1764337.185,2
615952.035,1764337.185,2
636831.765000001,1764337.185,2
657711.495000001,1764337.185,2
678591.224999998,1764337.185,2
699470.954999998,1764337.185,2
720350.684999999,1764337.185,2
741230.414999999,1764337.185,2
762110.145,1764337.185,2
782989.875,1764337.185,2
803869.605,1764337.185,2
824749.335000001,1764337.185,2
845629.064999998,1764337.185,2
866508.794999998,1764337.185,2
887388.524999999,1764337.185,2
908268.254999999,1764337.185,2
929147.984999999,1764337.185,2
950027.715,1764337.185,2
970907.445,1764337.185,2
991787.175000001,1764337.185,2
1012666.905,1764337.185,2
1033546.635,1764337.185,2
1054426.365,1764337.185,2
1075306.095,1764337.185,2
1096185.825,1764337.185,2
1117065.555,1764337.185,2
1137945.285,1764337.185,2
1158825.015,1764337.185,2
1179704.745,1764337.185,2
1200584.475,1764337.185,2
1221464.205,1764337.185,2
1242343.935,1764337.185,2
1263223.665,1764337.185,2
1284103.395,1764337.185,2
1304983.125,1764337.185,2
1325862.855,1764337.185,2
1346742.585,1764337.185,2
1367622.315,1764337.185,2
1388502.045,1764337.185,2
1409381.775,1764337.185,2
1430261.505,1764337.185,2
1451141.235,1764337.185,2
1472020.965,1764337.185,2
1492900.695,1764337.185,2
1513780.425,1764337.185,2
1534660.155,1764337.185,2
1555539.885,1764337.185,2
1576419.615,1764337.185,2
1597299.345,1764337.185,2
1618179.075,1764337.185,2
1639058.805,1764337.185,2
1659938.535,1764337.185,2
1680818.265,1764337.185,2
1701697.995,1764337.185,2
1722577.725,1764337.185,2
1743457.455,1764337.185,2
1764337.185,1764337.185,2
1785216.915,1764337.185,2
1806096.645,1764337.185,2
1826976.375,1764337.185,2
1847856.105,1764337.185,2
1868735.835,1764337.185,2
1889615.565,1764337.185,2
1910495.295,1764337.185,2
1931375.025,1764337.185,2
1952254.755,1764337.185,2
1973134.485,1764337.185,2
1994014.215,1764337.185,2
2014893.945,1764337.185,2
2035773.675,1764337.185,2
2056653.405,1764337.185,2
2077533.135,1764337.185,2
2098412.865,1764337.185,2
2119292.595,1764337.185,2
2140172.325,1764337.185,2
2161052.055,1764337.185,2
2181931.785,1764337.185,2
2202811.515,1764337.185,2
2223691.245,1764337.185,2
2244570.975,1764337.185,2
2265450.705,1764337.185,2
2286330.435,1764337.185,2
2307210.165,1764337.185,2
2328089.895,1764337.185,2
2348969.625,1764337.185,2
2369849.355,1764337.185,2
2390729.085,1764337.185,2
2411608.815,1764337.185,2
2432488.545,1764337.185,2
2453368.275,1764337.185,2
2474248.005,1764337.185,2
2495127.735,1764337.185,2
2516007.465,1764337.185,2
2536887.195,1764337.185,2
2557766.925,1764337.185,2
2578646.655,1764337.185,2
2599526.385,1764337.185,2
2620406.115,1764337.185,2
2641285.845,1764337.185,2
2662165.575,1764337.185,2
2683045.305,1764337.185,2
2703925.035,1764337.185,2
2724804.765,1764337.185,2
2745684.495,1764337.185,2
2766564.225,1764337.185,2
2787443.955,1764337.185,2
2808323.685,1764337.185,2
2829203.415,1764337.185,2
2850083.145,1764337.185,2
2870962.875,1764337.185,2
2891842.605,1764337.185,2
2912722.335,1764337.185,2
2933602.065,1764337.185,2
2954481.795,1764337.185,2
2975361.525,1764337.185,2
2996241.255,1764337.185,2
3017120.985,1764337.185,2
3038000.715,1764337.185,2
3058880.445,1764337.185,2
3079760.175,1764337.185,2
3100639.905,1764337.185,2
3121519.635,1764337.185,2
3142399.365,1764337.185,2
3163279.095,1764337.185,2
3184158.825,1764337.185,2
3205038.555,1764337.185,2
3225918.285,1764337.185,2
3246798.015,1764337.185,2
3267677.745,1764337.185,2
3288557.475,1764337.185,2
3309437.205,1764337.185,2
3330316.935,1764337.185,2
3351196.665,1764337.185,2
3372076.395,1764337.185,2
3392956.125,1764337.185,2
3413835.855,1764337.185,2
3434715.585,1764337.185,2
3455595.315,1764337.185,2
3476475.045,1764337.185,2
3497354.775,1764337.185,2
3518234.505,1764337.185,2
3539114.235,1764337.185,2
3559993.965,1764337.185,2
3580873.695,1764337.185,2
3601753.425,1764337.185,2
3622633.155,1764337.185,2
3643512.885,1764337.185,2
3664392.615,1764337.185,2
3685272.345,1764337.185,2
3706152.075,1764337.185,2
3727031.805,1764337.185,2
3747911.535,1764337.185,2
3768791.265,1764337.185,2
3789670.995,1764337.185,2
3810550.725,1764337.185,2
3831430.455,1764337.185,2
3852310.185,1764337.185,2
3873189.915,1764337.185,2
3894069.645,1764337.185,2
3914949.375,1764337.185,2
3935829.105,1764337.185,2
3956708.835,1764337.185,2
4144626.405,1764337.185,2
4165506.135,1764337.185,2
4186385.865,1764337.185,2
4228145.325,1764337.185,2
4249025.055,1764337.185,2
4269904.785,1764337.185,2
4290784.515,1764337.185,2
4311664.245,1764337.185,2
4332543.975,1764337.185,2
4353423.705,1764337.185,2
4374303.435,1764337.185,2
4395183.165,1764337.185,2
4416062.895,1764337.185,2
4436942.625,1764337.185,2
4457822.355,1764337.185,2
4478702.085,1764337.185,2
4499581.815,1764337.185,2
4520461.545,1764337.185,2
4541341.275,1764337.185,2
4562221.005,1764337.185,2
4583100.735,1764337.185,2
4603980.465,1764337.185,2
4624860.195,1764337.185,2
4645739.925,1764337.185,2
4666619.655,1764337.185,2
4687499.385,1764337.185,2
4708379.115,1764337.185,2
7234826.445,1764337.185,9
7255706.175,1764337.185,9
7276585.905,1764337.185,9
7297465.635,1764337.185,9
7318345.365,1764337.185,9
7339225.095,1764337.185,9
7360104.825,1764337.185,9
7380984.555,1764337.185,9
7401864.285,1764337.185,9
7422744.015,1764337.185,9
7443623.745,1764337.185,9
7464503.475,1764337.185,9
7485383.205,1764337.185,9
7506262.935,1764337.185,9
7527142.665,1764337.185,9
7548022.395,1764337.185,9
7568902.125,1764337.185,9
7589781.855,1764337.185,9
7610661.585,1764337.185,9
7631541.315,1764337.185,9
7652421.045,1764337.185,9
7673300.775,1764337.185,9
7694180.505,1764337.185,9
9489837.285,1764337.185,9
9510717.015,1764337.185,9
9531596.745,1764337.185,9
9552476.475,1764337.185,9
9573356.205,1764337.185,9
9594235.935,1764337.185,9
9615115.665,1764337.185,9
9635995.395,1764337.185,9
9656875.125,1764337.185,9
9677754.855,1764337.185,9
9698634.585,1764337.185,9
9719514.315,1764337.185,9
9740394.045,1764337.185,9
9761273.775,1764337.185,9
9782153.505,1764337.185,9
9803033.235,1764337.185,9
9823912.965,1764337.185,9
9844792.695,1764337.185,9
9865672.425,1764337.185,9
9886552.155,1764337.185,9
9907431.885,1764337.185,9
9928311.615,1764337.185,9
9949191.345,1764337.185,9
9970071.075,1764337.185,9
9990950.805,1764337.185,9
10011830.535,1764337.185,9
10032710.265,1764337.185,9
10053589.995,1764337.185,9
10074469.725,1764337.185,9
10095349.455,1764337.185,9
10116229.185,1764337.185,9
10137108.915,1764337.185,9
10157988.645,1764337.185,9
10178868.375,1764337.185,9
10199748.105,1764337.185,9
10220627.835,1764337.185,9
10241507.565,1764337.185,9
10262387.295,1764337.185,9
10283267.025,1764337.185,9
10304146.755,1764337.185,9
10325026.485,1764337.185,9
10345906.215,1764337.185,9
10366785.945,1764337.185,9
10387665.675,1764337.185,9
10408545.405,1764337.185,9
10429425.135,1764337.185,9
10450304.865,1764337.185,9
10471184.595,1764337.185,9
10492064.325,1764337.185,9
10512944.055,1764337.185,9
10533823.785,1764337.185,9
10554703.515,1764337.185,9
10575583.245,1764337.185,9
10596462.975,1764337.185,9
10617342.705,1764337.185,9
10638222.435,1764337.185,9
10659102.165,1764337.185,9
10679981.895,1764337.185,9
-9114002.145,1743457.455,3
-9093122.415,1743457.455,3
-9072242.685,1743457.455,3
-9051362.955,1743457.455,3
-9030483.225,1743457.455,3
-9009603.495,1743457.455,3
-8988723.765,1743457.455,3
-8967844.035,1743457.455,3
-8946964.305,1743457.455,3
-8926084.575,1743457.455,3
-8905204.845,1743457.455,3
-8884325.115,1743457.455,3
-8863445.385,1743457.455,3
-8842565.655,1743457.455,3
-8821685.925,1743457.455,3
-8800806.195,1743457.455,3
-8779926.465,1743457.455,3
-8759046.735,1743457.455,3
-8738167.005,1743457.455,3
-8717287.275,1743457.455,3
-8696407.545,1743457.455,3
-8675527.815,1743457.455,3
-8654648.085,1743457.455,3
-8633768.355,1743457.455,3
-8612888.625,1743457.455,3
-8592008.895,1743457.455,3
-8571129.165,1743457.455,3
-8550249.435,1743457.455,3
-8529369.705,1743457.455,3
-8508489.975,1743457.455,3
-8487610.245,1743457.455,3
-8466730.515,1743457.455,3
-8445850.785,1743457.455,3
-8424971.055,1743457.455,3
-8404091.325,1743457.455,3
-8383211.595,1743457.455,3
-8362331.865,1743457.455,3
-8341452.135,1743457.455,3
-8320572.405,1743457.455,3
-8299692.675,1743457.455,3
-1722577.725,1743457.455,2
-1701697.995,1743457.455,2
-1680818.265,1743457.455,2
-1659938.535,1743457.455,2
-1639058.805,1743457.455,2
-1618179.075,1743457.455,2
-1597299.345,1743457.455,2
-1576419.615,1743457.455,2
-1555539.885,1743457.455,2
-1534660.155,1743457.455,2
-1513780.425,1743457.455,2
-1492900.695,1743457.455,2
-1472020.965,1743457.455,2
-1451141.235,1743457.455,2
-1430261.505,1743457.455,2
-1409381.775,1743457.455,2
-1388502.045,1743457.455,2
-1367622.315,1743457.455,2
-1346742.585,1743457.455,2
-1325862.855,1743457.455,2
-1304983.125,1743457.455,2
-1284103.395,1743457.455,2
-1263223.665,1743457.455,2
-1242343.935,1743457.455,2
-1221464.205,1743457.455,2
-1200584.475,1743457.455,2
-1179704.745,1743457.455,2
-1158825.015,1743457.455,2
-1137945.285,1743457.455,2
-1117065.555,1743457.455,2
-1096185.825,1743457.455,2
-1075306.095,1743457.455,2
-1054426.365,1743457.455,2
-1033546.635,1743457.455,2
-1012666.905,1743457.455,2
-991787.175000001,1743457.455,2
-970907.445,1743457.455,2
-950027.715,1743457.455,2
-929147.985000001,1743457.455,2
-908268.255000001,1743457.455,2
-887388.525,1743457.455,2
-866508.795,1743457.455,2
-845629.065000001,1743457.455,2
-824749.335000001,1743457.455,2
