"providedScientificName","matchRemark","taxonId","acceptedTaxonId","parentTaxonId","scientificName","canonicalName","authorship","status","acceptedScientificName","classification","kingdom","phylum","class","order","family","genus"
"Aubrevillea kerstingii","","JP79","JP79","9CK2P","Aubrevillea kerstingii (Harms) Pellegr.","Aubrevillea kerstingii","(Harms) Pellegr.","accepted","Aubrevillea kerstingii (Harms) Pellegr.","GENUS:Aubrevillea Pellegr.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Aubrevillea Pellegr."
"Balizia elegans","","KH8T","BT3GN","BT3GN","Balizia elegans (Ducke) Barneby & J.W.Grimes","Balizia elegans","(Ducke) Barneby & J.W.Grimes","synonym","Hydrochorea elegans (Ducke) M.V.B.Soares, Iganci & M.P.Morim","SPECIES:Hydrochorea elegans (Ducke) M.V.B.Soares, Iganci & M.P.Morim|GENUS:Hydrochorea Barneby & J.W.Grimes|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Hydrochorea Barneby & J.W.Grimes"
"Balizia leucocalyx","","5WCTP","BT3GP","BT3GP","Balizia leucocalyx (Britton & Rose) Barneby & J.W.Grimes","Balizia leucocalyx","(Britton & Rose) Barneby & J.W.Grimes","synonym","Hydrochorea leucocalyx (Britton & Rose) Iganci, M.V.B.Soares & M.P.Morim","SPECIES:Hydrochorea leucocalyx (Britton & Rose) Iganci, M.V.B.Soares & M.P.Morim|GENUS:Hydrochorea Barneby & J.W.Grimes|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Hydrochorea Barneby & J.W.Grimes"
"Calliandra asplenioides","","9CQ73","9CQ73","9CK8N","Calliandra asplenioides (Nees) Benth.","Calliandra asplenioides","(Nees) Benth.","accepted","Calliandra asplenioides (Nees) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra bahiana","","PLRN","PLRN","9CK8N","Calliandra bahiana Renvoize","Calliandra bahiana","Renvoize","accepted","Calliandra bahiana Renvoize","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra bella","","PLRQ","PLRQ","9CK8N","Calliandra bella (Mart. ex Spreng.) Benth.","Calliandra bella","(Mart. ex Spreng.) Benth.","accepted","Calliandra bella (Mart. ex Spreng.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra biflora","","PLRS","PLRS","9CK8N","Calliandra biflora Tharp","Calliandra biflora","Tharp","accepted","Calliandra biflora Tharp","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra bijuga","","PLRT","PLRT","9CK8N","Calliandra bijuga Rose","Calliandra bijuga","Rose","accepted","Calliandra bijuga Rose","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra bombycina","","PLRX","PLRX","9CK8N","Calliandra bombycina Spruce ex Benth.","Calliandra bombycina","Spruce ex Benth.","accepted","Calliandra bombycina Spruce ex Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra brenesii","","PLS3","PLS3","9CK8N","Calliandra brenesii Standl.","Calliandra brenesii","Standl.","accepted","Calliandra brenesii Standl.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra brevicaulis","","PLS4","PLS4","9CK8N","Calliandra brevicaulis Micheli","Calliandra brevicaulis","Micheli","accepted","Calliandra brevicaulis Micheli","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra brevipes","","PLS5","PM2C","PM2C","Calliandra brevipes Benth.","Calliandra brevipes","Benth.","synonym","Calliandra selloi (Spreng.) J.F.Macbr.","SPECIES:Calliandra selloi (Spreng.) J.F.Macbr.|GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra caeciliae","","PLS7","PLS7","9CK8N","Calliandra caeciliae Harms","Calliandra caeciliae","Harms","accepted","Calliandra caeciliae Harms","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra californica","","PLS8","PLS8","9CK8N","Calliandra californica Benth.","Calliandra californica","Benth.","accepted","Calliandra californica Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra calothyrsus","","69843","5MR34","5MR34","Calliandra calothyrsus Meisn.","Calliandra calothyrsus","Meisn.","synonym","Calliandra houstoniana var. calothyrsus (Meisn.) Barneby","VARIETY:Calliandra houstoniana var. calothyrsus (Meisn.) Barneby|SPECIES:Calliandra houstoniana (Mill.) Standl.|GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra calycina","","PLSB","PLSB","9CK8N","Calliandra calycina Benth.","Calliandra calycina","Benth.","accepted","Calliandra calycina Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra chilensis","","PLSP","PLSP","9CK8N","Calliandra chilensis Benth.","Calliandra chilensis","Benth.","accepted","Calliandra chilensis Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra chulumania","","PLSR","PLSR","9CK8N","Calliandra chulumania Barneby","Calliandra chulumania","Barneby","accepted","Calliandra chulumania Barneby","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra comosa","","PLT2","PLT2","9CK8N","Calliandra comosa (Sw.) Benth.","Calliandra comosa","(Sw.) Benth.","accepted","Calliandra comosa (Sw.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra conferta","","PLT5","5WVS9","5WVS9","Calliandra conferta Benth.","Calliandra conferta","Benth.","synonym","Calliandra eriophylla Benth.","SPECIES:Calliandra eriophylla Benth.|GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra densifolia","","PLTW","PLS7","PLS7","Calliandra densifolia Rose ex Harms","Calliandra densifolia","Rose ex Harms","synonym","Calliandra caeciliae Harms","SPECIES:Calliandra caeciliae Harms|GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra dysantha","","697RY","697RY","9CK8N","Calliandra dysantha Benth.","Calliandra dysantha","Benth.","accepted","Calliandra dysantha Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra elegans","","6983Y","6983Y","9CK8N","Calliandra elegans Renvoize","Calliandra elegans","Renvoize","accepted","Calliandra elegans Renvoize","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra eriophylla","","5WVS9","5WVS9","9CK8N","Calliandra eriophylla Benth.","Calliandra eriophylla","Benth.","accepted","Calliandra eriophylla Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra erubescens","","5WW3X","5WW3X","9CK8N","Calliandra erubescens Renvoize","Calliandra erubescens","Renvoize","accepted","Calliandra erubescens Renvoize","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra erythrocephala","","5X7RX","5X7RX","9CK8N","Calliandra erythrocephala H.M.Hern. & M.Sousa","Calliandra erythrocephala","H.M.Hern. & M.Sousa","accepted","Calliandra erythrocephala H.M.Hern. & M.Sousa","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra fasciculata","","68VS9","68VS9","9CK8N","Calliandra fasciculata Benth.","Calliandra fasciculata","Benth.","accepted","Calliandra fasciculata Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra foliolosa","","69849","69849","9CK8N","Calliandra foliolosa Benth.","Calliandra foliolosa","Benth.","accepted","Calliandra foliolosa Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra fuscipila","","5WVS8","5WVS8","9CK8N","Calliandra fuscipila Harms","Calliandra fuscipila","Harms","accepted","Calliandra fuscipila Harms","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra glomerulata","","PLV2","PLV2","9CK8N","Calliandra glomerulata H.Karst.","Calliandra glomerulata","H.Karst.","accepted","Calliandra glomerulata H.Karst.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra glyphoxylon","","PLV3","PLV3","9CK8N","Calliandra glyphoxylon Spruce ex Benth.","Calliandra glyphoxylon","Spruce ex Benth.","accepted","Calliandra glyphoxylon Spruce ex Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra guildingii","","6983W","6983W","9CK8N","Calliandra guildingii Benth.","Calliandra guildingii","Benth.","accepted","Calliandra guildingii Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra haematocephala","","PLVF","PLVF","9CK8N","Calliandra haematocephala Hassk.","Calliandra haematocephala","Hassk.","accepted","Calliandra haematocephala Hassk.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra haematomma","","PLVG","PLVG","9CK8N","Calliandra haematomma (Bertero ex DC.) Benth.","Calliandra haematomma","(Bertero ex DC.) Benth.","accepted","Calliandra haematomma (Bertero ex DC.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra hirsuta","","PLVM","PLVM","9CK8N","Calliandra hirsuta (G.Don) Benth.","Calliandra hirsuta","(G.Don) Benth.","accepted","Calliandra hirsuta (G.Don) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra houstoniana","","PLVV","PLVV","9CK8N","Calliandra houstoniana (Mill.) Standl.","Calliandra houstoniana","(Mill.) Standl.","accepted","Calliandra houstoniana (Mill.) Standl.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra humilis","","PLVW","PLVW","9CK8N","Calliandra humilis Benth.","Calliandra humilis","Benth.","accepted","Calliandra humilis Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra hymenaeodes","","PLVZ","PLVZ","9CK8N","Calliandra hymenaeodes (Rich.) Benth.","Calliandra hymenaeodes","(Rich.) Benth.","accepted","Calliandra hymenaeodes (Rich.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra juzepczukii","","PLWB","PLWB","9CK8N","Calliandra juzepczukii Standl.","Calliandra juzepczukii","Standl.","accepted","Calliandra juzepczukii Standl.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra laevis","","PLWF","PLWF","9CK8N","Calliandra laevis Rose","Calliandra laevis","Rose","accepted","Calliandra laevis Rose","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra lanata","","PLWH","PLWH","9CK8N","Calliandra lanata Benth.","Calliandra lanata","Benth.","accepted","Calliandra lanata Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra longipes","","5WVS7","5WVS7","9CK8N","Calliandra longipes Benth.","Calliandra longipes","Benth.","accepted","Calliandra longipes Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra luetzelburgii","","PLWX","PLWX","9CK8N","Calliandra luetzelburgii Harms","Calliandra luetzelburgii","Harms","accepted","Calliandra luetzelburgii Harms","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra magdalenae","","PLX3","PLX3","9CK8N","Calliandra magdalenae (Bertero ex DC.) Benth.","Calliandra magdalenae","(Bertero ex DC.) Benth.","accepted","Calliandra magdalenae (Bertero ex DC.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra molinae","","PLXL","PLXL","9CK8N","Calliandra molinae Standl.","Calliandra molinae","Standl.","accepted","Calliandra molinae Standl.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
"Calliandra mollissima","","PLXP","PLXP","9CK8N","Calliandra mollissima (Humb. & Bonpl. ex Willd.) Benth.","Calliandra mollissima","(Humb. & Bonpl. ex Willd.) Benth.","accepted","Calliandra mollissima (Humb. & Bonpl. ex Willd.) Benth.","GENUS:Calliandra Benth.|FAMILY:Fabaceae|ORDER:Fabales Bromhead|CLASS:Magnoliopsida|PHYLUM:Tracheophyta|SUBKINGDOM:Pteridobiotina Britton & Brown|KINGDOM:Plantae|DOMAIN:Eukaryota (Chatton, 1925) Whittaker & Margulis, 1978","Plantae","Tracheophyta","Magnoliopsida","Fabales Bromhead","Fabaceae","Calliandra Benth."
